boat	vocative	𐍃𐌺𐌹𐍀	skip	𐍃𐌺𐌹𐍀𐌰	skipa	#			
boat	accusative	𐍃𐌺𐌹𐍀	skip	𐍃𐌺𐌹𐍀𐌰	skipa	#			
boat	genitive	𐍃𐌺𐌹𐍀𐌹𐍃	skipis	𐍃𐌺𐌹𐍀𐌴	skipē	#			
boat	dative	𐍃𐌺𐌹𐍀𐌰	skipa	𐍃𐌺𐌹𐍀𐌰𐌼	skipam	#			
clothing	nominative	𐍅𐌰𐍃𐍄𐌹	wasti	𐍅𐌰𐍃𐍄𐌾𐍉𐍃	wastjōs	#	feminine ō-stem		
clothing	vocative	𐍅𐌰𐍃𐍄𐌹	wasti	𐍅𐌰𐍃𐍄𐌾𐍉𐍃	wastjōs	#			
clothing	accusative	𐍅𐌰𐍃𐍄𐌾𐌰	wastja	𐍅𐌰𐍃𐍄𐌾𐍉𐍃	wastjōs	#			
clothing	genitive	𐍅𐌰𐍃𐍄𐌾𐍉𐍃	wastjōs	𐍅𐌰𐍃𐍄𐌾𐍉	wastjō	#			
clothing	dative	𐍅𐌰𐍃𐍄𐌾𐌰𐌹	wastjai	𐍅𐌰𐍃𐍄𐌾𐍉𐌼	wastjōm	#			
daughter	nominative	𐌳𐌰𐌿𐌷𐍄𐌰𐍂	dauhtar	𐌳𐌰𐌿𐌷𐍄𐍂𐌾𐌿𐍃	dauhtrjus	#	masculine/feminine r-stem		
daughter	vocative	𐌳𐌰𐌿𐌷𐍄𐌰𐍂	dauhtar	𐌳𐌰𐌿𐌷𐍄𐍂𐌾𐌿𐍃	dauhtrjus	#			
daughter	accusative	𐌳𐌰𐌿𐌷𐍄𐌰𐍂	dauhtar	𐌳𐌰𐌿𐌷𐍄𐍂𐌿𐌽𐍃	dauhtruns	#			
daughter	genitive	𐌳𐌰𐌿𐌷𐍄𐍂𐍃	dauhtrs	𐌳𐌰𐌿𐌷𐍄𐍂𐌴	dauhtrē	#			
daughter	dative	𐌳𐌰𐌿𐌷𐍄𐍂	dauhtr	𐌳𐌰𐌿𐌷𐍄𐍂𐌿𐌼	dauhtrum	#			
dog	nominative	𐌷𐌿𐌽𐌳𐍃	hunds	𐌷𐌿𐌽𐌳𐍉𐍃	hundōs	#	masculine a-stem		
dog	vocative	𐌷𐌿𐌽𐌳	hund	𐌷𐌿𐌽𐌳𐍉𐍃	hundōs	#			
dog	accusative	𐌷𐌿𐌽𐌳	hund	𐌷𐌿𐌽𐌳𐌰𐌽𐍃	hundans	#			
dog	genitive	𐌷𐌿𐌽𐌳𐌹𐍃	hundis	𐌷𐌿𐌽𐌳𐌴	hundē	#			
dog	dative	𐌷𐌿𐌽𐌳𐌰	hunda	𐌷𐌿𐌽𐌳𐌰𐌼	hundam	#			
door	nominative	𐌷𐌰𐌿𐍂𐌳𐍃	haurds	𐌷𐌰𐌿𐍂𐌳𐌴𐌹𐍃	haurdeis	#	feminine i-stem		
door	vocative	𐌷𐌰𐌿𐍂𐌳	haurd	𐌷𐌰𐌿𐍂𐌳𐌴𐌹𐍃	haurdeis	#			
door	accusative	𐌷𐌰𐌿𐍂𐌳	haurd	𐌷𐌰𐌿𐍂𐌳𐌹𐌽𐍃	haurdins	#			
door	genitive	𐌷𐌰𐌿𐍂𐌳𐌰𐌹𐍃	haurdais	𐌷𐌰𐌿𐍂𐌳𐌴	haurdē	#			
door	dative	𐌷𐌰𐌿𐍂𐌳𐌰𐌹	haurdai	𐌷𐌰𐌿𐍂𐌳𐌹𐌼	haurdim	#			
enemy	nominative	𐍆𐌹𐌾𐌰𐌽𐌳𐍃	fijands	𐍆𐌹𐌾𐌰𐌽𐌳𐍃	fijands	#	masculine nd-stem		
enemy	vocative	𐍆𐌹𐌾𐌰𐌽𐌳	fijand	𐍆𐌹𐌾𐌰𐌽𐌳𐍃	fijands	#			
enemy	accusative	𐍆𐌹𐌾𐌰𐌽𐌳	fijand	𐍆𐌹𐌾𐌰𐌽𐌳𐍃	fijands	#			
enemy	genitive	𐍆𐌹𐌾𐌰𐌽𐌳𐌹𐍃	fijandis	𐍆𐌹𐌾𐌰𐌽𐌳𐌴	fijandē	#			
enemy	dative	𐍆𐌹𐌾𐌰𐌽𐌳	fijand	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌼	fijandam	#			
fire	nominative	𐍆𐍉𐌽	fōn	—		#	neuter an-stem, irregular nominative		
fire	vocative	𐍆𐍉𐌽	fōn	—		#			
fire	accusative	𐍆𐍉𐌽	fōn	—		#			
fire	genitive	𐍆𐌿𐌽𐌹𐌽𐍃	funins	—		#			
fire	dative	𐍆𐌿𐌽𐌹𐌽	funin	—		#			
food	nominative	𐌼𐌰𐍄𐍃	mats	𐌼𐌰𐍄𐌴𐌹𐍃	mateis	#	masculine i-stem		
food	vocative	𐌼𐌰𐍄	mat	𐌼𐌰𐍄𐌴𐌹𐍃	mateis	#			
food	accusative	𐌼𐌰𐍄	mat	𐌼𐌰𐍄𐌹𐌽𐍃	matins	#			
food	genitive	𐌼𐌰𐍄𐌹𐍃	matis	𐌼𐌰𐍄𐌴	matē	#			
food	dative	𐌼𐌰𐍄𐌰	mata	𐌼𐌰𐍄𐌹𐌼	matim	#			
gift	nominative	𐌼𐌰𐌹𐌸𐌼𐍃	maiþms	𐌼𐌰𐌹𐌸𐌼𐍉𐍃	maiþmōs	#	masculine a-stem		
gift	vocative	𐌼𐌰𐌹𐌸𐌼	maiþm	𐌼𐌰𐌹𐌸𐌼𐍉𐍃	maiþmōs	#			
gift	accusative	𐌼𐌰𐌹𐌸𐌼	maiþm	𐌼𐌰𐌹𐌸𐌼𐌰𐌽𐍃	maiþmans	#			
gift	genitive	𐌼𐌰𐌹𐌸𐌼𐌹𐍃	maiþmis	𐌼𐌰𐌹𐌸𐌼𐌴	maiþmē	#			
gift	dative	𐌼𐌰𐌹𐌸𐌼𐌰	maiþma	𐌼𐌰𐌹𐌸𐌼𐌰𐌼	maiþmam	#			
guard	nominative	𐍅𐌰𐍂𐌳𐌾𐌰	wardja	𐍅𐌰𐍂𐌳𐌾𐌰𐌽𐍃	wardjans	#	masculine an-stem		
guard	vocative	𐍅𐌰𐍂𐌳𐌾𐌰	wardja	𐍅𐌰𐍂𐌳𐌾𐌰𐌽𐍃	wardjans	#			
guard	accusative	𐍅𐌰𐍂𐌳𐌾𐌰𐌽	wardjan	𐍅𐌰𐍂𐌳𐌾𐌰𐌽𐍃	wardjans	#			
guard	genitive	𐍅𐌰𐍂𐌳𐌾𐌹𐌽𐍃	wardjins	𐍅𐌰𐍂𐌳𐌾𐌰𐌽𐌴	wardjanē	#			
guard	dative	𐍅𐌰𐍂𐌳𐌾𐌹𐌽	wardjin	𐍅𐌰𐍂𐌳𐌾𐌰𐌼	wardjam	#			
house	nominative	𐍂𐌰𐌶𐌽	razn	𐍂𐌰𐌶𐌽𐌰	razna	#	neuter a-stem		
house	vocative	𐍂𐌰𐌶𐌽	razn	𐍂𐌰𐌶𐌽𐌰	razna	#			
house	accusative	𐍂𐌰𐌶𐌽	razn	𐍂𐌰𐌶𐌽𐌰	razna	#			
house	genitive	𐍂𐌰𐌶𐌽𐌹𐍃	raznis	𐍂𐌰𐌶𐌽𐌴	raznē	#			
house	dative	𐍂𐌰𐌶𐌽𐌰	razna	𐍂𐌰𐌶𐌽𐌰𐌼	raznam	#			
livestock	nominative	𐌰𐌿𐌷𐍃𐌰	auhsa	*𐌰𐌿𐌷𐍃𐌽𐌾𐌿𐍃*	auhsnjus	#	masculine mixed an/u stem, contraction in the plural		
livestock	vocative	*𐌰𐌿𐌷𐍃𐌰*	auhsa	*𐌰𐌿𐌷𐍃𐌽𐌾𐌿𐍃*	auhsnjus	#			
livestock	accusative	𐌰𐌿𐌷𐍃𐌰𐌿	auhsau	𐌰𐌿𐌷𐍃𐌽𐌿𐌽𐍃	auhsnuns	#			
livestock	genitive	*𐌰𐌿𐌷𐍃𐌰𐌿𐍃?*	auhsaus?	𐌰𐌿𐌷𐍃𐌽𐌴	auhsne	#			
livestock	dative	𐌰𐌿𐌷𐍃𐌰𐌿	auhsau	*𐌰𐌿𐌷𐍃𐌿𐌼*	auhsum	#			
love	nominative	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐌰	frijaþwa	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐍉𐍃	frijaþwōs	#	feminine ō-stem		
love	vocative	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐌰	frijaþwa	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐍉𐍃	frijaþwōs	#			
love	accusative	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐌰	frijaþwa	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐍉𐍃	frijaþwōs	#			
love	genitive	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐍉𐍃	frijaþwōs	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐍉	frijaþwō	#			
love	dative	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐌰𐌹	frijaþwai	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐍉𐌼	frijaþwōm	#			
idea	nominative	𐌼𐌹𐍄𐍉𐌽𐍃	mitōns	𐌼𐌹𐍄𐍉𐌽𐌴𐌹𐍃	mitōneis	#	feminine i-stem		
idea	vocative	𐌼𐌹𐍄𐍉𐌽	mitōn	𐌼𐌹𐍄𐍉𐌽𐌴𐌹𐍃	mitōneis	#			
idea	accusative	𐌼𐌹𐍄𐍉𐌽	mitōn	𐌼𐌹𐍄𐍉𐌽𐌹𐌽𐍃	mitōnins	#			
idea	genitive	𐌼𐌹𐍄𐍉𐌽𐌰𐌹𐍃	mitōnais	𐌼𐌹𐍄𐍉𐌽𐌴	mitōnē	#			
idea	dative	𐌼𐌹𐍄𐍉𐌽𐌰𐌹	mitōnai	𐌼𐌹𐍄𐍉𐌽𐌹𐌼	mitōnim	#			
man	nominative	𐌼𐌰𐌽𐌽𐌰	manna	𐌼𐌰𐌽𐍃, 𐌼𐌰𐌽𐌽𐌰𐌽𐍃	mans, mannans	#	masculine mixed an/consonant stem		
man	vocative	𐌼𐌰𐌽𐌽𐌰	manna	𐌼𐌰𐌽𐍃, 𐌼𐌰𐌽𐌽𐌰𐌽𐍃	mans, mannans	#			
man	accusative	𐌼𐌰𐌽𐌽𐌰𐌽	mannan	𐌼𐌰𐌽𐍃, 𐌼𐌰𐌽𐌽𐌰𐌽𐍃	mans, mannans	#			
man	genitive	𐌼𐌰𐌽𐍃	mans	𐌼𐌰𐌽𐌽𐌴	mannē	#			
man	dative	𐌼𐌰𐌽𐌽	mann	𐌼𐌰𐌽𐌽𐌰𐌼	mannam	#			
money	nominative	𐍃𐌺𐌰𐍄𐍄𐍃	skatts	𐍃𐌺𐌰𐍄𐍄𐍉𐍃	skattōs	#	masculine a-stem		
money	vocative	𐍃𐌺𐌰𐍄𐍄	skatt	𐍃𐌺𐌰𐍄𐍄𐍉𐍃	skattōs	#			
money	accusative	𐍃𐌺𐌰𐍄𐍄	skatt	𐍃𐌺𐌰𐍄𐍄𐌰𐌽𐍃	skattans	#			
money	genitive	𐍃𐌺𐌰𐍄𐍄𐌹𐍃	skattis	𐍃𐌺𐌰𐍄𐍄𐌴	skattē	#			
money	dative	𐍃𐌺𐌰𐍄𐍄𐌰	skatta	𐍃𐌺𐌰𐍄𐍄𐌰𐌼	skattam	#			
monster	nominative	𐌳𐌹𐌿𐍃	dius	𐌳𐌹𐌿𐌶𐌰	diuza	#	neuter a-stem		
monster	vocative	𐌳𐌹𐌿𐍃	dius	𐌳𐌹𐌿𐌶𐌰	diuza	#			
monster	accusative	𐌳𐌹𐌿𐍃	dius	𐌳𐌹𐌿𐌶𐌰	diuza	#			
monster	genitive	𐌳𐌹𐌿𐌶𐌹𐍃	diuzis	𐌳𐌹𐌿𐌶𐌴	diuzē	#			
monster	dative	𐌳𐌹𐌿𐌶𐌰	diuza	𐌳𐌹𐌿𐌶𐌰𐌼	diuzam	#			
name	nominative	𐌽𐌰𐌼𐍉	namō	𐌽𐌰𐌼𐌽𐌰	namna	#	neuter an-stem, contraction in plural		
name	vocative	𐌽𐌰𐌼𐍉	namō	𐌽𐌰𐌼𐌽𐌰	namna	#			
name	accusative	𐌽𐌰𐌼𐍉	namō	𐌽𐌰𐌼𐌽𐌰	namna	#			
name	genitive	𐌽𐌰𐌼𐌹𐌽𐍃	namins	𐌽𐌰𐌼𐌽𐌴	namnē	#			
name	dative	𐌽𐌰𐌼𐌹𐌽	namin	𐌽𐌰𐌼𐌽𐌰𐌼	namnam	#			
rock	nominative	𐍃𐍄𐌰𐌹𐌽𐍃	stains	𐍃𐍄𐌰𐌹𐌽𐍉𐍃	stainōs	#	masculine a-stem		
rock	vocative	𐍃𐍄𐌰𐌹𐌽	stain	𐍃𐍄𐌰𐌹𐌽𐍉𐍃	stainōs	#			
rock	accusative	𐍃𐍄𐌰𐌹𐌽	stain	𐍃𐍄𐌰𐌹𐌽𐌰𐌽𐍃	stainans	#			
rock	genitive	𐍃𐍄𐌰𐌹𐌽𐌹𐍃	stainis	𐍃𐍄𐌰𐌹𐌽𐌴	stainē	#			
rock	dative	𐍃𐍄𐌰𐌹𐌽𐌰	staina	𐍃𐍄𐌰𐌹𐌽𐌰𐌼	stainam	#			
son	nominative	𐍃𐌿𐌽𐌿𐍃	sunus	𐍃𐌿𐌽𐌾𐌿𐍃	sunjus	#	masculine/feminine u-stem		
son	vocative	𐍃𐌿𐌽𐌰𐌿	sunau	𐍃𐌿𐌽𐌾𐌿𐍃	sunjus	#			
son	accusative	𐍃𐌿𐌽𐌿	sunu	𐍃𐌿𐌽𐌿𐌽𐍃	sununs	#			
son	genitive	𐍃𐌿𐌽𐌰𐌿𐍃	sunaus	𐍃𐌿𐌽𐌹𐍅𐌴	suniwē	#			
son	dative	𐍃𐌿𐌽𐌰𐌿	sunau	𐍃𐌿𐌽𐌿𐌼	sunum	#			
sound	nominative	𐌳𐍂𐌿𐌽𐌾𐌿𐍃	drunjus	𐌳𐍂𐌿𐌽𐌾𐌾𐌿𐍃	drunjjus	#	masculine/feminine u-stem		
sound	vocative	𐌳𐍂𐌿𐌽𐌾𐌰𐌿	drunjau	𐌳𐍂𐌿𐌽𐌾𐌾𐌿𐍃	drunjjus	#			
sound	accusative	𐌳𐍂𐌿𐌽𐌾𐌿	drunju	𐌳𐍂𐌿𐌽𐌾𐌿𐌽𐍃	drunjuns	#			
sound	genitive	𐌳𐍂𐌿𐌽𐌾𐌰𐌿𐍃	drunjaus	𐌳𐍂𐌿𐌽𐌾𐌹𐍅𐌴	drunjiwē	#			
sound	dative	𐌳𐍂𐌿𐌽𐌾𐌰𐌿	drunjau	𐌳𐍂𐌿𐌽𐌾𐌿𐌼	drunjum	#			
water	nominative	𐍅𐌰𐍄𐍉	watō	*𐍅𐌰𐍄𐌽𐌰*	watna	#	neuter an-stem, contraction in plural		
water	vocative	𐍅𐌰𐍄𐍉	watō	*𐍅𐌰𐍄𐌽𐌰*	watna	#			
water	accusative	𐍅𐌰𐍄𐍉	watō	*𐍅𐌰𐍄𐌽𐌰*	watna	#			
water	genitive	𐍅𐌰𐍄𐌹𐌽𐍃	watins	*𐍅𐌰𐍄𐌽𐌴*	watnē	#			
water	dative	𐍅𐌰𐍄𐌹𐌽	watin	𐍅𐌰𐍄𐌽𐌰𐌼	watnam	#			
wind	nominative	𐍅𐌹𐌽𐌳𐍃	winds	𐍅𐌹𐌽𐌳𐍉𐍃	windōs	#	masculine a-stem		
wind	vocative	𐍅𐌹𐌽𐌳	wind	𐍅𐌹𐌽𐌳𐍉𐍃	windōs	#			
wind	accusative	𐍅𐌹𐌽𐌳	wind	𐍅𐌹𐌽𐌳𐌰𐌽𐍃	windans	#			
wind	genitive	𐍅𐌹𐌽𐌳𐌹𐍃	windis	𐍅𐌹𐌽𐌳𐌴	windē	#			
wind	dative	𐍅𐌹𐌽𐌳𐌰	winda	𐍅𐌹𐌽𐌳𐌰𐌼	windam	#			
woman	nominative	𐌵𐌹𐌽𐍉	qinō	𐌵𐌹𐌽𐍉𐌽𐍃	qinōns	#	feminine ōn-stem		
woman	vocative	𐌵𐌹𐌽𐍉	qinō	𐌵𐌹𐌽𐍉𐌽𐍃	qinōns	#			
woman	accusative	𐌵𐌹𐌽𐍉𐌽	qinōn	𐌵𐌹𐌽𐍉𐌽𐍃	qinōns	#			
woman	genitive	𐌵𐌹𐌽𐍉𐌽𐍃	qinōns	𐌵𐌹𐌽𐍉𐌽𐍉	qinōnō	#			
woman	dative	𐌵𐌹𐌽𐍉𐌽	qinōn	𐌵𐌹𐌽𐍉𐌼	qinōm	#			
work	nominative	𐌰𐍂𐌱𐌰𐌹𐌸𐍃	arbaiþs	𐌰𐍂𐌱𐌰𐌹𐌳𐌴𐌹𐍃	arbaideis	#	feminine i-stem		
work	vocative	𐌰𐍂𐌱𐌰𐌹𐌸	arbaiþ	𐌰𐍂𐌱𐌰𐌹𐌳𐌴𐌹𐍃	arbaideis	#			
work	accusative	𐌰𐍂𐌱𐌰𐌹𐌸	arbaiþ	𐌰𐍂𐌱𐌰𐌹𐌳𐌹𐌽𐍃	arbaidins	#			
work	genitive	𐌰𐍂𐌱𐌰𐌹𐌳𐌰𐌹𐍃	arbaidais	𐌰𐍂𐌱𐌰𐌹𐌳𐌴	arbaidē	#			
work	dative	𐌰𐍂𐌱𐌰𐌹𐌳𐌰𐌹	arbaidai	𐌰𐍂𐌱𐌰𐌹𐌳𐌹𐌼	arbaidim	#			
idea	prepositional	иде́е	idéje	иде́ях	idéjax				
man		singular		plural					
man	nominative	мужчи́на	mužčína	мужчи́ны	mužčíny				
man	genitive	мужчи́ны	mužčíny	мужчи́н	mužčín				
man	dative	мужчи́не	mužčíne	мужчи́нам	mužčínam				
man	accusative	мужчи́ну	mužčínu	мужчи́н	mužčín				
man	instrumental	мужчи́ной, мужчи́ною, u	mužčínoj, mužčínoju	мужчи́нами	mužčínami				
man	prepositional	мужчи́не	mužčíne	мужчи́нах	mužčínax				
money		plural							
money	nominative	де́ньги	dénʹgi						
money	genitive	де́нег	déneg						
money	dative	деньга́м, де́ньгам*, 	denʹgám, dénʹgam*						
money	accusative	де́ньги	dénʹgi						
money	instrumental	деньга́ми, де́ньгами*, 	denʹgámi, dénʹgami*						
money	prepositional	деньга́х, де́ньгах*, 	denʹgáx, dénʹgax*						
monster		singular		plural					
monster	nominative	чудо́вище	čudóvišče	чудо́вища	čudóvišča				
monster	genitive	чудо́вища	čudóvišča	чудо́вищ	čudóvišč				
monster	dative	чудо́вищу	čudóvišču	чудо́вищам	čudóviščam				
monster	accusative	чудо́вище	čudóvišče	чудо́вищ	čudóvišč				
monster	instrumental	чудо́вищем	čudóviščem	чудо́вищами	čudóviščami				
monster	prepositional	чудо́вище	čudóvišče	чудо́вищах	čudóviščax				
name		singular		plural					
name	nominative	и́мя	ímja	имена́	imená				
name	genitive	и́мени	ímeni	имён	imjón				
name	dative	и́мени	ímeni	имена́м	imenám				
name	accusative	и́мя	ímja	имена́	imená				
name	instrumental	и́менем	ímenem	имена́ми	imenámi				
name	prepositional	и́мени	ímeni	имена́х	imenáx				
rock		singular		plural					
rock	nominative	ка́мень	kámenʹ	ка́мни, каме́нья△**, 	kámni, kaménʹja△**				
rock	genitive	ка́мня	kámnja	камне́й, ка́мней*, каме́ньев△**, , 	kamnéj, kámnej*, kaménʹjev△**				
rock	dative	ка́мню	kámnju	камня́м, ка́мням*, каме́ньям△**, , 	kamnjám, kámnjam*, kaménʹjam△**				
rock	accusative	ка́мень	kámenʹ	ка́мни, каме́нья△**, 	kámni, kaménʹja△**				
rock	instrumental	ка́мнем	kámnem	камня́ми, ка́мнями*, каме́ньями△**, , 	kamnjámi, kámnjami*, kaménʹjami△**				
rock	prepositional	ка́мне	kámne	камня́х, ка́мнях*, каме́ньях△**, , 	kamnjáx, kámnjax*, kaménʹjax△**				
rope		singular		plural					
rope	nominative	кана́т	kanát	кана́ты	kanáty				
rope	genitive	кана́та	kanáta	кана́тов	kanátov				
rope	dative	кана́ту	kanátu	кана́там	kanátam				
rope	accusative	кана́т	kanát	кана́ты	kanáty				
rope	instrumental	кана́том	kanátom	кана́тами	kanátami				
rope	prepositional	кана́те	kanáte	кана́тах	kanátax				
size		singular		plural					
size	nominative	величина́	veličiná	величи́ны	veličíny				
size	genitive	величины́	veličiný	величи́н	veličín				
size	dative	величине́	veličiné	величи́нам	veličínam				
size	accusative	величину́	veličinú	величи́ны	veličíny				
size	instrumental	величино́й, величино́ю, u	veličinój, veličinóju	величи́нами	veličínami				
size	prepositional	величине́	veličiné	величи́нах	veličínax				
son		singular		plural					
son	nominative	сы́н	sýn	сыновья́△, сыны́*, 	synovʹjá△, syný*				
son	genitive	сы́на	sýna	сынове́й△, сыно́в*, 	synovéj△, synóv*				
son	dative	сы́ну	sýnu	сыновья́м△, сына́м*, 	synovʹjám△, synám*				
son	accusative	сы́на	sýna	сынове́й△, сыно́в*, 	synovéj△, synóv*				
son	instrumental	сы́ном	sýnom	сыновья́ми△, сына́ми*, 	synovʹjámi△, synámi*				
son	prepositional	сы́не	sýne	сыновья́х△, сына́х*, 	synovʹjáx△, synáx*				
son	vocative	сы́не	sýne						
sound		singular		plural					
sound	nominative	зву́к	zvúk	зву́ки	zvúki				
sound	genitive	зву́ка	zvúka	зву́ков	zvúkov				
sound	dative	зву́ку	zvúku	зву́кам	zvúkam				
sound	accusative	зву́к	zvúk	зву́ки	zvúki				
sound	instrumental	зву́ком	zvúkom	зву́ками	zvúkami				
sound	prepositional	зву́ке	zvúke	зву́ках	zvúkax				
warmth		singular							
warmth	nominative	тепло́	tepló						
warmth	genitive	тепла́	teplá						
warmth	dative	теплу́	teplú						
warmth	accusative	тепло́	tepló						
warmth	instrumental	тепло́м	teplóm						
warmth	prepositional	тепле́	teplé						
water		singular		plural					
water	nominative	вода́	vodá	во́ды	vódy				
water	genitive	воды́	vodý	во́д	vód				
water	dative	воде́	vodé	во́дам, вода́м*, 	vódam, vodám*				
water	accusative	во́ду	vódu	во́ды	vódy				
water	instrumental	водо́й, водо́ю, u	vodój, vodóju	во́дами, вода́ми*, 	vódami, vodámi*				
water	prepositional	воде́	vodé	во́дах, вода́х*, 	vódax, vodáx*				
way		singular		plural					
way	nominative	пу́ть	pútʹ	пути́	putí				
way	genitive	пути́△	putí△	путе́й	putéj				
way	dative	пути́△	putí△	путя́м	putjám				
way	accusative	пу́ть	pútʹ	пути́	putí				
way	instrumental	путём	putjóm	путя́ми	putjámi				
way	prepositional	пути́△	putí△	путя́х	putjáx				
wind		singular		plural					
wind	nominative	ве́тер	véter	ве́тры, ветра́△*, 	vétry, vetrá△*				
wind	genitive	ве́тра	vétra	ветро́в, ве́тров, 	vetróv, vétrov				
wind	dative	ве́тру	vétru	ветра́м, ве́трам, 	vetrám, vétram				
wind	accusative	ве́тер	véter	ве́тры, ветра́△*, 	vétry, vetrá△*				
wind	instrumental	ве́тром	vétrom	ветра́ми, ве́трами, 	vetrámi, vétrami				
wind	prepositional	ве́тре	vétre	ветра́х, ве́трах, 	vetráx, vétrax				
wind	partitive	ве́тру	vétru						
wind	locative	на ветру́	na vetrú						
window		singular		plural					
window	nominative	окно́	oknó	о́кна	ókna				
window	genitive	окна́	okná	о́кон	ókon				
window	dative	окну́	oknú	о́кнам	óknam				
window	accusative	окно́	oknó	о́кна	ókna				
window	instrumental	окно́м	oknóm	о́кнами	óknami				
window	prepositional	окне́	okné	о́кнах	óknax				
woman		singular		plural					
woman	nominative	же́нщина	žénščina	же́нщины	žénščiny				
woman	genitive	же́нщины	žénščiny	же́нщин	žénščin				
woman	dative	же́нщине	žénščine	же́нщинам	žénščinam				
woman	accusative	же́нщину	žénščinu	же́нщин	žénščin				
woman	instrumental	же́нщиной, же́нщиною, u	žénščinoj, žénščinoju	же́нщинами	žénščinami				
woman	prepositional	же́нщине	žénščine	же́нщинах	žénščinax				
work		singular		plural					
work	nominative	рабо́та	rabóta	рабо́ты	rabóty				
work	genitive	рабо́ты	rabóty	рабо́т	rabót				
work	dative	рабо́те	rabóte	рабо́там	rabótam				
work	accusative	рабо́ту	rabótu	рабо́ты	rabóty				
work	instrumental	рабо́той, рабо́тою, u	rabótoj, rabótoju	рабо́тами	rabótami				
work	prepositional	рабо́те	rabóte	рабо́тах	rabótax				
job		singular		plural					
job	nominative	рабо́та	rabóta	рабо́ты	rabóty				
job	genitive	рабо́ты	rabóty	рабо́т	rabót				
job	dative	рабо́те	rabóte	рабо́там	rabótam				
job	accusative	рабо́ту	rabótu	рабо́ты	rabóty				
job	instrumental	рабо́той, рабо́тою, u	rabótoj, rabótoju	рабо́тами	rabótami				
job	prepositional	рабо́те	rabóte	рабо́тах	rabótax				
bathhouse		singular		plural					
bathhouse	nominative	ба́ня	bánja	ба́ни	báni				
bathhouse	genitive	ба́ни	báni	ба́нь	bánʹ				
bathhouse	dative	ба́не	báne	ба́ням	bánjam				
bathhouse	accusative	ба́ню	bánju	ба́ни	báni				
bathhouse	instrumental	ба́ней, ба́нею, u	bánej, báneju	ба́нями	bánjami				
bathhouse	prepositional	ба́не	báne	ба́нях	bánjax				
line		singular		plural					
line	nominative	ли́ния	línija	ли́нии	línii				
line	genitive	ли́нии	línii	ли́ний	línij				
line	dative	ли́нии	línii	ли́ниям	línijam				
line	accusative	ли́нию	líniju	ли́нии	línii				
line	instrumental	ли́нией, ли́ниею, u	línijej, línijeju	ли́ниями	línijami				
