1-310	water	noun	*h₂eP-| *w(e/o)hₓr| *wehₓp-| *wo ́dr̥	*hₐekʷehₐ-| *pen-	*ten̥hₐg-| *yuhₓ-r-				water	wæter	wazzar|giozo|runs|nazi	wazzer	Wasser	water	vaser	vatn	vatten	vand	aqua	agua	eau	acqua	água	hudōr	ne'ro	dwfr|dŵr	usce	uisce	voda	voda	jala-|āp-|udan-|ambhas-|vāri-|ambu-|udaka-
1-320	sea	noun	*mo ́ri						se	brim|flod|hæf|mere	sē|meri	mer|salzsē	Meer|See	zee	jam	haf|sœr|marr	hav|sjö	hav|sø	mare|aequor	mar	mer	mare	mar	tʰalassa|hals|'pontos	θalasa	môr	muir|fairrge|ler	farraige|muir	morje	more	sāgara-|samudra-|arṇava-|udadhi-|vāridhi-
1-322	calm	adjective								smyltness	stilli|stillī|stil-nissi|*ruowa|rāwa	gestüemec	Meeresstille|Flaute	kalm	ruik		stilla	stilhed	malacia|mare|aequor tranquillum	calma	étale	bonaccia	calma|calmaria	ga'lēnē	nine'mia	llonydd|tawel		ciúin|socair		zatiš ́je	nirvega-|nistaraṃga-|prasanna-
1-323	rough	adjective	*kreup-						rough-e	hrēoh	unstilli	ungestüemec|stürmisch|tobent|wilt	das bewegte Meer|die rauhe See	ruw	umruik		stormig	ru	mare|aequor turbidum	agitado|borrascoso	trouble|agité	agitato|burrascoso	tempestuoso	kū'mainōn|kūma'tias	triki'mia|θalasotara'xi	garw		garbh		burnoe more	salila-|kliṣṭa-|kleša-
1-324	foam	noun	*spohₓin(o/e)hₐ						fom	fām	scūm	schūm	Schaum	schuim	šam		skum	skum	spūma	espuma	écume|mousse	schiuma	espuma	a'pʰros	a'fros tis 'θalasas	ewyn		cúr|coipeadh		pena	pheṇa-|phena-
1-329	ocean	noun							occean	garsecg	meri|sē	mer	Ozean|Weltmeer	oceaan	o'kean		hav|ocean	ocean	ōceanus	océano	océan	oceano	oceano	ōkea'nos	okea'nos	cefnfor		Aigéan|bóchna|farraige mhór		okean	samudra-|arṇava-|mahārṇava-|sāgara-|udadhi-|mahodadhi-
1-330	lake	noun			*loku ́s				lak-e	mere|sǣ	sē|wāg|giozo	sē	See	meer	ozere	vatn	sjö|in-sjö	sø|indsø	lacus	lago	lac	lago	lago	limnē	limni	llyn	loch|lind	loch|linn	jezero	ozero	saras-|hrada-|jala-sthāna-|vāpī-|vāpi-
1-340	gulf|bay	noun							goulf|bai	flēot	oc-ring|mere-flosc	golfe	Meerbusen|Golf|Bai|Bucht	golf|baai	ajngos	fjorðr	vik|bukt	bugt	sinus	golfo|bahía	golfe|baie	golfo|baia	baía	kolpos	kolpos|kol'piskos	morgainc|gwlff	cūan	cuan|bá|camas		zaliv	akhāta-|khāta-
1-341	lagoon	noun											Lagune	lagune	la'gun		lagun	lagune	lacus	laguna	lagune	laguna	laguna	tenagos	limno'θalasa	merllyn|morlyn|lagŵn				laguna	kaccha-
1-342	reef	noun										rif	Riff	rif	rif		rev	rev	dorsum	arrecife	récif	scoglio	recife	kʰoi'ras|'murmēks|'hupʰalos|'herma	ifalos|'skopelos	creigres		sceir|fochais		rif	samudra-madhye šaila-setu-
1-343	headland|point	noun							nes-se	næss	klep	ouwe|wert	Landzunge|Kap	landtong|kaap	jaboše-cung|kap		udde|land-tunga|tunga	kap	prōmonturium	promontorio|punta	promontoire|pointe	capo|punta	cabo|promontório	akrō'tērion|'akra|'skopelos	akro'tiri|'kavos	penrhyn|pentir		rinn|ceann		mys	bhūmi-nāsikā-
1-350	wave	noun			*kr̥snehₐ				wau-e	wǣg|hǣrn|waθum|ȳθ	wella|unda|zessa	welle|wāc|ünde	Welle|Woge	baar|golf	xvalʸe	bāra|alda|bylgja|vāgr	våg|bölja	bølge	unda|fluctus	ola	vague	onda	onda	kūma	kima	ton|gwaneg	tonn	tonn|uain	vlŭna|valŭ	volna	ūrmi-|taran̄ga-
1-352	tide	noun	*prest-		*ke ̄s(kˆ)ehₐ-				tid-e	flōd		īnvluot unde ūzvluot des meres	Gezeiten	getij	jam-flejc		tid-vatten|ebb och flod	tidevande	aestus	marea	marée	marea	maré	ampōtis|aukso'meiōsis	pa'liria	llanw		taoide		morskoj priliv i otliv	velā-
1-353	lowtide	noun							loue ebbe	ebba		ūzvluot	Ebbe	eb	onflejc		låg-vatten|ebb	lavvande	aestus minuēns	bajamar	marée basse	bassa marea	maré baixa|maré vazia	ampōtis|a'narroia	aboti	llanw isel		lag trá		nizšaja točka otliva	
1-354	hightide	noun							heigh water	fylleθflōd|hēahflōd	zessa|wella	īnvluot	Flut	vloed	opflejc		hög-vatten|flod	højvande	aestus altus	pleamar	marée haute	alta marea	maré alta|preamar|praiamar	plēmmū'ris|'plēmmūrā	pa'liria	llanw uchel		lán mara		vysšaja točka priliva	
1-360	river|stream|brook	noun	*dehₐnu-		*h₂eb(h)-				river-e|strem|brok	ēa|strēam|burna|rıθ|brōc|sīc	fluz|flōz|aha|stroum|strōm|bah|runsa|klinga|klingo|giozo|wazar	vluz|strōm|bach	Fluss|Strom|Bach	rivier|stroom|beek	tajx|box|ričke	ā|lœkr|bekkr	flod|älv|å|ström|bäck	flod|strøm|bæk	fluvius|flūmen|amnis|rīvus	río|corriente|arroyo	fleuve|rivière|ruisseau	fiume|torrente|ruscello	rio|riacho|córrego	pota'mos|'hreuma|'kʰeimarros	po'tami|pota'mos|ri'aki	afon|ffrwd|nant|afonig	ab-a|sruth|glais	abhainn|sruth|sruthán	rěka|tokŭ|potokŭ	reka|potok|ručej	nadī|sarit-|srotas-|kulyā-|sindhu-
1-362	whirlpool	noun							gurges|wel	swelgend		wirbel	Strudel|Wirbel	draaikolk|maalstroom	keslgrub		virvel|ström-virvel	hvirvel	vertex|vorāgō|gurges	remolino	tourbillon	gorgo|vortice	remoinho|redemoinho	dinē	ðini	trobwll		coire guairneáin|coire guairdill|coire tuathail		vodovorot	jalagulma-|bhrama-
1-370	spring|well	noun			bhreh₁wr̥| *kr̥snehₐ|		*hₐe ́lmos		wel-le|spring	spring|wiell	bruno|urspring|pfuzi|grunt-laccha|brun-ādara	brunne|sprinc|phütze	Quelle|Brunnen	wel|bron|put	kval|brune|'krenice	kelda|brunnr	källa|brunn	kilde|brønd	fōns|puteus	manantial|pozo	source|puits	sorgente|pozzo	nascente|poço	krēnē|pē'gē|'pʰrear	pi'ɣi|pi'ɣaði	ffynnon|pydew	topur	tobar|fuarán|foinse	istočĭnikŭ|studenĭcĭ|kladęzi	ključ|rodnik|istočnik|kolodec	utsa-|avata-|kūpa-|andhu-
1-380	swamp	noun			*hₓihₓlu				mareis	fenn|mersc|mōr	sunft|hulia|struot|fenne	bruoch|sumpf|muor	Sumpf|Morast	moeras	zump		kärr|myr|träsk|sump-mark	svamp	palūs	pantano	marais|marécage	palude|pantano	pântano|pantanal	helos	valtos|'elos	cors		corcach|riasc|bogach|corrach		boloto	kaccha-
1-390	waterfall	noun							water-fal	θeote	wazzar-diezzo	gedœze|wazzerganc|wazzerschuz	Wasserfall	waterval	vaserfal		vatten-fall|fors	vandfald	casicāre	cascada|salto	chute d'eau|cascade	cascata	cachoeira|cascata	katar'raktēs	kata'raxtis	pistyll		eas		vodopad	jhara-|nirjhara-
1-410	woods|forest	noun	*gʷorhₓ-	*widhu					wode|forest	wudu|weald|holt	wald|holz|forst|*tan	wald|holz|vorst	Wald	bos|woud	vald	viðr|mork|skōgr	skog	skov	silva	bosque|selva	bois|forêt	bosco|selva	bosque|floresta	hūlē	ðasos	coedwig|coed|gwŷdd	caill|fid|fid-bad|ross	coill	lěsŭ	les	vana-|araṇya-|aṭavī
1-420	tree	noun	*do ́ru	*kw re ́snos|*widhu|*sal(i)k					tre	trēow|bēam|wudu	boum|holz	boum	Baum	boom	bojm	trē|baðmr	träd	træ	arbor	árbol	arbre	albero	árvore	dendron	ðedro	coeden|pren	crann|fid	crann	drěvo|dąbŭ	derevo	vṛkṣa-|vana-|druma-|taru-
1-430	wood	noun	*do ́ru						tre|wode	wudu|trēow|timber	holz|witu|boum	holz	Holz	hout	holc	trē|viðr	trä	træ	māteria	madera	bois	legno	madeira	ksulon	ksilo	coed|pren	fid	adhmad|fiodh-	drŭva	derevo	dāru-|kāṣṭha-
1-440	stone|rock	noun	*h₄e ́kˆmo ̄n| *pel(i)s		*leh₁-w-|*lep-				ston|rok-ke	stān|flint	stein|felis|fluoh	stein|leie	Stein|Fels	steen|rots	štejn	steinn	sten|klippa	sten|klippe	lapis|saxum|petra	piedra|roca	pierre|roc|rocher	sasso|pietra	pedra|calhau|rocha	litʰos|'petrā	petra|'vraxos	carreg|maen|craig	cloch|līa|carric|all|craic	cloch|carraig|craig	kamy|skala	kamen	ašman-|ašan-|pāṣāṇa|šilā-
1-450	earthquake	noun							terre-mote	eorθbeofung|eorθdyne|eorθstyrung	erd-biba|erd-bibunga|erd-bibōd|erd-gi-ruornessi	ertbidem	Erdbeben	aardbeving	erd-citerniš		jord-bävning	jordskælv	concussiō	terremoto|temblor	tremblement de terre|séisme	terremoto|sisma	terremoto	sei'smos	si'smos	daeargryn		crith talún		zemle trjasenie	bhūmi-kampa-
1-510	sky	noun	*ne ́bhes-						heven|ski-e	heofon|rodor|swegl	himil|luft	himel	Himmel	hemel	himl	himinn	himmel|sky	himmel	caelum	cielo	ciel	cielo	céu	ūra'nos	ura'nos	wybr|wybren|nef	nem	spéir|neamh	nebo	nebo	div-|nabhas-|vyoman-|ākāša-
1-520	sun	noun	*se ́hₐul						sonne	sunna|sunne	sunna|sunno	sunne	Sonne	zon	zun	sōl|sunna	sol	sol	sōl	sol	soleil	sole	sol	hēlios	ilios	haul|huan	grīan	grian	slŭnĭce	solnce	svar|sūrya-|ravi-|sūra-
1-530	moon	noun	*me ́h₁ no ̄t| *(s)kand-						mon-e|luna	mōna	māno|mānin	māne	Mond	maan	levone	tungl|māni	måne	måne	lūna	luna	lune	luna	lua	se'lēnē	fe'gari|se'lini	lleuad|lloer	ēsce|luan	gealach|ré|éasca	luna|měsęcĭ	luna	mās-|māsa-|candra-|šašin-
1-540	star	noun	*h₂ste ̄ ́r						sterre	steorra|tungol	stern|sterro	sterne	Stern	ster	štern	stjarna	stjärna	stjerne	stēlla|astrum	estrella	étoile	stella	estrela	a'stēr|'astron	a'steri|'astro	seren	rētglu|rind	réalta	zvězda	zvezda	tārakā-|ṛkṣa-|uḍu-
1-550	lightning flash	noun		*meldh-					leit|lightninge	līget	blic|blekezunga	blikize|blitze	Blitz	bliksem	blic	elding	blixt	lyn	fulgur|fulgor	relámpago	éclair	lampo	relâmpago	astra'pē	astra'pi	mellt|lluched	lōchet	tintreach|splanc	mlŭnĭjĭ|bliscanije	molnija	vidyut-
1-560	thunder	noun	*(s)tenhₓ-		*ghromos				thonder	θunor	donar	doner	Donner	donder	duner	reiðar|θruma	åska|tordön	torden	tonitrus	trueno	tonnerre	tuono	trovão	bron'tē	vro'di|bubuni'to	taran	torainn	tóirneach	gromŭ	grom	stanita-
1-570	lightning bolt	noun		*meldh-					thonder|lightninge|foudre	līget	blic-fiur|scuz|donar-strāla	donerstrāle	Blitzschlag	bliksem|donderkeil	blic	θōrs hamarr	blixt|åsk-slag|åsk-vigg	lynslag|tordenkile	fulmen	rayo	foudre	fulmine|saetta	raio	kerau'nos	kerav'nos	mellten|taran|tyrfau	saignēn	caor		molnija	vajra-|taḍit-|vidyut-
1-580	storm	noun							storm|tempest|torment	storm|ȳst	sturm|wetar|tunist|wint	sturm	Sturm	storm|onweer	šturem		storm|o-väder	storm	tempestās|procella	tempestad|tormenta	orage|tempête	tempesta	tempestade	kʰei'mōn|'kʰeima	kate'ɣiða|'θiela|anemo'θiela	storm|tymestl|rhyferthwy		stoirm|doineann|anfa		burja	vātyā-
1-590	rainbow	noun							reinboue|boue|middenyardes boue	boga	regan-bogo	regenboge	Regenbogen	regenboog	regn-bojgn		regn-båge	regnbue	arcus pluviālis	arco iris	arc-en-ciel	arcobaleno	arco-íris	iris|'tokson	u'ranio 'tokso	enfys		tuar cheatha|bogha báistí		raduga	indradhanus-|indracāpa-
1-610	light	noun	*leuko ́s|*lo ́uk(es)-	*leip-		*bhe ́h₂(e)s-|*bhe ́h₂ tis			light	lēoht|leoma	lioh|liot-faz|heitar-nissa	liehte|liehtecheit	Licht	licht	lixt	ljōs	ljus	lys	lūx|lūmen	luz	lumière	luce	luz	pʰōs	fos	golau|goleuni	soilse	solus|soilse	světŭ	svet	jyotis-|bhās-
1-620	darkness	noun	*h₁reg w-es-						mirk-e|derknes-se|derk	θēostru|mirce	finstar|finstri|finstrī|finstarnissi|finstarnissī|tunkalī|tougeni|tougenī|timberi|timberī|nebul	vinsternisse|tunkel	Finsternis|Dunkelheit	duisternis|donker	fincterniš	myrkr	mörker	mørke	tenebrae	oscuridad|tinieblas	obscurité|ténèbres	oscurità|buio	escuridão	skotos	sko'taði	tywyllwch	temel|dorche	dorchadas|dorchacht	tĭma|mrakŭ	temnota|t ́ma|mrak	tamas-|timira-|andhakāra-
1-630	shade|shadow	noun	*skˆo ̄yhₐ		*sko ́tos				shade|shadwe	scadu|scæd|scadwa	scato|scū	schate	Schatten	schaduw	šotn|sotn	skuggi	skugga	skygge	umbra	sombra	ombre	ombra	sombra	ski'ā	ski'a	cysgod	scāth|foscad	scáth	sěnĭ|štěnĭ	ten ́	chāyā-
1-640	dew	noun	*ro ̄ ́s						deu	deaw	tou	tou	Tau	dauw	rose|toj		dagg	dug	rōs	rocío	rosée	rugiada	orvalho	drosos	ðro'sos|ðro'sia	gwlith		drúcht		rosa	nīhāra-|tuṣāra-|šišira-
1-710	air	noun							lift|air	lyft	luft|wetar	luft	Luft	lucht	luft	lopt	luft	luft	āēr	aire	air	aria	ar	a'ēr	a'eras	awyr|aer	āer	aer	vŭzduchŭ	vozdux	vāta-|vāyu-|samīra-
1-720	wind	noun	*h₂weh₁ nt-|*h₂ weh₁ yu ́s						wind	wind	wint	wint	Wind	wind	vint	vindr	vind	vind	ventus	viento	vent	vento	vento	anemos|'pneuma	a'eras|'anemos	gwynt|awel	gāith	gaoth	větrŭ	veter	vāta-|vāyu-|anila-|pavana-
1-730	cloud	noun	*ne ́bhes–|*sneudh-	*bhlendh-					ski-e|cloud	wolcen|genip	wolkan|wolko	wolken	Wolke	wolk	volkn|xmare	skȳ	moln|sky	sky	nūbēs|nūbila	nube	nuage	nuvola	nuvem	nepʰos|ne'pʰelē	sinefo	cwmwl	nēl	néal|scamall	oblakŭ	oblako|tuča	megha-|abhra-|ghana-|jaladhara-
1-740	fog	noun							mist	mist	nebul|nibulnissi	nebel	Nebel	nevel|mist	nepl|tu'man	θoka	dimma|töcken	tåge	nebula	neblina|niebla	brume|brouillard	nebbia	nevoeiro|névoa	o'mikʰlē	pusi|o'mixli	niwl|nudd	cēo	ceo	mĭgla	tuman|mgla	mih-|šīkara-|kūhā-
1-750	rain	noun	*dhreg-|*h₁ wers-|*n̥bhr(o/i)-|*suhₓ-		*hₐeghlu (gˆh?)|*mregh-				rein	regn	regan	regen	Regen	regen	regn	regn	regn	regn	pluvia|imber	lluvia	pluie	pioggia	chuva	hūe'tos|bro'kʰē	vro'xi	glaw	flechud|brōen	fearthainn|báisteach	dŭždĭ	dožd	varṣa-|vṛṣṭi-
1-760	snow	noun	*dhreg-|*gˆheim-|*sneig w h-|*snig w h-s		*kˆer(s)no-				snou	snāw	snē	snē	Schnee	sneeuw	šnej	snœ̄r|snjōr|snjār	snö	sne	nix	nieve	neige	neve	neve	kʰi'ōn	xioni	eira|nyf	snechte	sneachta	sněgŭ	sneg	hima-
1-770	ice	noun	*h₁eihₓ(s)-|*yeg-						is	īs	īs	īs	Eis	ijs	ajz	īss	is	is	glaciēs	hielo	glace|verglas	ghiaccio	gelo	krustallos|krū'mos|'pagos	paɣos|paɣe'tos	rhew|iâ	aig|aig-red	leac oighir|oighear	ledŭ	led	
1-780	weather	noun							weder	weder	wetar	weter	Wetter	weer|weder	veter	veðr	väder	vejr	tempestās|caelum	tiempo	temps	tempo	tempo	hōra	ke'ros	tywydd|hin	sīn	aimsir|síon|uain		pogoda	kāla-
1-810	fire	noun	*g(e)ulo-|*h₂e ́hₓtr̥|*hₐeidh-|*hₓn̥gʷnis|*pe ́h₂ur						fir	fȳr|bæt	fiur|fuir|loug|eit	viur	Feuer	vuur	fajer	eldr|fūrr|funi	eld	ild	ignis	fuego	feu	fuoco	fogo	pūr	fo'tia	tân	tene|daig|āed	tine	ognĭ	ogon	agni-|vahni-|anala-
1-820	flame	noun							lei-e|loue|flaume	līg	loug	flamme|lohe	Flamme|Lohe	vlam	flam	logi|leygr	låga|flamma	flamme	flamma	llama	flamme	fiamma	chama	pʰloks	floɣa	fflam|ffagl	lassar|breo	lasair|bladhm|bladhaire	plamy	plamja	jvala-|šocis-|šoci-|šociṣ-
1-830	smoke	noun	*dhuh₂ mo ́s		*kʷap-|*(s)m(e)ug(h)-				rek-e|smoke	rēc|θrosm	rouh|ruh|doum	rouch|dampf	Rauch	rook	rojx	reykr	rök	røg	fūmus	humo	fumée	fumo	fumaça	ka'pnos	ka'pnos	mwg	dē|dethach	deatach|toit	dymǎ	dym	dhūma-
1-840	ashes	noun	*h₂ e ́hₓo ̄s|*kenhₓis	*perk-					assh-e	asce	asca	asche	Asche	as	aš	aska	aska	aske	cinis|favilla	cenizas	cendres	cenere	cinzas	tepʰrā|spo'dos	staxti	lludw	luaith	luaith	popelŭ|pepelŭ	pepel	bhasman-|āsa-|bhasita-
1-841	embers	noun							emeres	glēd	funkon|gneistā|zinselōda	gluot	Glut	sintels	holeveškes|žar		glöd|glödande kol	glød	cinis|favilla	brasas	braise	brace	brasas	antʰraki'ā|antʰraki'ē|'antʰrakes	xovoli|'θraka|'karvuno	marwor|marwydos		aibhleog|splanc|gríosach		poslednie krasnye ugol ́ki	bhasman-
1-851	burn	verb	*bhleg-|*deh au-|*dhegʷh-|*gˆwelhₓ-|*h₁eus-|*h₂ehₓ-|*h₄elh₁-|*hₐeidh-|*hₐel-|*kenk-|*kˆehₐu-|*kˆeuk-|*kˆseh₁-|*preus-|*swelp-|*wer-	*ker-|*swel-					brennen	bærnan|swælan	brennen|swilizōn|swedan|swīdan|ir-heigēn	brennen	brennen	branden	farbrenen	brenna	bränna	brænde	ūrere|cremāre	quemar|quemarse	brûler|se brûler	bruciare|ardere	queimar|incendiar	kaiō|'kaiomai	keo	llosgi	loscim|breoaim	dóim|loiscim	žešti	žeč	dah-|dahyati
1-852	burn	verb							brennen	bærnan|ælan	brinan	brinnen	brennen	branden	brenen	brinna	brinna	brænde	ardēre|flagrāre	arder	brûler	bruciare|ardere	queimar|arder	pimprēmi	keo|'keɣome	llosgi			gorěti	goret	uṣ-|o ṣati
1-860	light|kindle|ignite	verb	*dehₐu						lighten|kindelen	onǣlan|onbæarnan|tendan	zunden|brennen	zünden	anzünden|anstecken	aansteken|ontsteken	cindn	tendra|kynda	tända	antænde	incendere|accendere|succendere	encender	allumer|enflammer	accendere	acender|atear	haptō|a'naptō|'daiō|'aitʰō	a'navo	ennyn|cynneu	attai	lasaim	vŭžešti	zažeč	idh-|indh-|inddhe|jval-|jvalati
1-861	extinguish	verb	*gʷes-						extincten|exteinten	acwencan|dwæscan	lescen	leschen	auslöschen	blussen	lešn		släcka	udryde	extinguere	apagar|extinguir	éteindre	spegnere	extinguir	sbennūmi|sben'nūō	svino	diffodd		múch		tušit ́|gasit	nir-vā-|naš-|vi-naš-
1-870	match	noun											Streichholz|Zündholz	lucifer	švebele|zaplke		tänd-sticka	tændstik	sulfūrāta	fósforo|cerilla	allumette	fiammifero	fósforo		spirto	matsen		cipín|lasán		spička	araṇi-
1-880	firewood	noun							fir|fir stok|fir stik|fir wode	tynder		brennholz	Brennholz	brandhout	brenholc		ved	brænde	lignum	leña	bois de chauffage|bûches	legna	lenha	pʰruganon|'ksulon	ksilo|pro'sanama	cynnud|coed tân		brosna|connadh		drova	idhma-|indhana-|agni-kāṣṭha-
1-890	charcoal	noun	*hₓo ́ngl̥	*perk-					char-col|carbon	cōl		kol	Holzkohle	houtskool	holckojln		kol	trækul	carbō	carbón	charbon de bois	carbone	carvão	antʰrax	karvuno|ksilo'karvuno	siarcol|sercol		gualach|fioghual		drevesnyj ugal	an̄gāra-
10-110	move	verb	*dih₁-|*h₁rei-|*h₁eig-|*h₁reihₓ-|*meu(hₓ)-|*meus-|*sel-|*spergˆh-|*sret-						meven|stiren	styrian|hrēran	gi-wegan|weggen|rucken|trīban|scricken|ruoren|bi-ruoren|ir-scutten|spilōn|faran|umbi-fuoren|wīhhōn|gi-spanan|loufan|gān|rītan|walōn|sweibōn|werban|werben	rüeren|bewegen	bewegen	bewegen	rirn zix	hreyfa|hrœra	röra|flytta	bevæge|røre	movēre	mover	mouvoir|bouger	muovere	mover	kī'neō	ku'nao|ki'nume	symud|syflyd	-luur|luadaim	corraigh|bogadh	dvignąti	dvinut	car-|ṛ-
