occupy	adverbial			занима́я	zanimája		занима́в,занима́вшиši	zanimáv	zanimávši
occupy				present tense			future tense		
occupy	1st singular (я)			занима́ю	zanimáju		бу́ду занима́ть	búdu zanimátʹ	
occupy	2nd singular (ты)			занима́ешь	zanimáješʹ		бу́дешь занима́ть	búdešʹ zanimátʹ	
occupy	3rd singular (он/она́/оно́)			занима́ет	zanimájet		бу́дет занима́ть	búdet zanimátʹ	
occupy	1st plural (мы)			занима́ем	zanimájem		бу́дем занима́ть	búdem zanimátʹ	
occupy	2nd plural (вы)			занима́ете	zanimájete		бу́дете занима́ть	búdete zanimátʹ	
occupy	3rd plural (они́)			занима́ют	zanimájut		бу́дут занима́ть	búdut zanimátʹ	
occupy	imperative			singular			plural		
occupy				занима́й	zanimáj		занима́йте	zanimájte	
occupy	past tense			singular			plural(мы/вы/они́)		
occupy	masculine (я/ты/он)			занима́л	zanimál		занима́ли	zanimáli	
occupy	feminine (я/ты/она́)			занима́ла	zanimála		занима́ли	zanimáli	
occupy	neuter (оно́)			занима́ло	zanimálo		занима́ли	zanimáli	
resemble	imperfective aspect			imperfective aspect			imperfective aspect		
resemble	infinitive			походи́ть	poxodítʹ		походи́ть	poxodítʹ	
resemble	participles			present tense			past tense		
resemble	active			походя́щий	poxodjáščij		походи́вший	poxodívšij	
resemble	passive			—			—		
resemble	adverbial			походя́	poxodjá		походи́в,походи́вшиši	poxodív	poxodívši
resemble				present tense			future tense		
resemble	1st singular (я)			похожу́	poxožú		бу́ду походи́ть	búdu poxodítʹ	
resemble	2nd singular (ты)			похо́дишь	poxódišʹ		бу́дешь походи́ть	búdešʹ poxodítʹ	
resemble	3rd singular (он/она́/оно́)			похо́дит	poxódit		бу́дет походи́ть	búdet poxodítʹ	
resemble	1st plural (мы)			похо́дим	poxódim		бу́дем походи́ть	búdem poxodítʹ	
resemble	2nd plural (вы)			похо́дите	poxódite		бу́дете походи́ть	búdete poxodítʹ	
resemble	3rd plural (они́)			похо́дят	poxódjat		бу́дут походи́ть	búdut poxodítʹ	
resemble	imperative			singular			plural		
resemble				походи́	poxodí		походи́те	poxodíte	
resemble	past tense			singular			plural(мы/вы/они́)		
resemble	masculine (я/ты/он)			походи́л	poxodíl		походи́ли	poxodíli	
resemble	feminine (я/ты/она́)			походи́ла	poxodíla		походи́ли	poxodíli	
resemble	neuter (оно́)			походи́ло	poxodílo		походи́ли	poxodíli	
resemble	perfective aspect			perfective aspect			perfective aspect		
resemble	infinitive			походи́ть	poxodítʹ		походи́ть	poxodítʹ	
resemble	participles			present tense			past tense		
resemble	active			—			походи́вший	poxodívšij	
resemble	passive			—			—		
resemble	adverbial			—			походи́в,походи́вшиši	poxodív	poxodívši
resemble				present tense			future tense		
resemble	1st singular (я)			—			похожу́	poxožú	
resemble	2nd singular (ты)			—			похо́дишь	poxódišʹ	
resemble	3rd singular (он/она́/оно́)			—			похо́дит	poxódit	
resemble	1st plural (мы)			—			похо́дим	poxódim	
resemble	2nd plural (вы)			—			похо́дите	poxódite	
resemble	3rd plural (они́)			—			похо́дят	poxódjat	
resemble	imperative			singular			plural		
resemble				походи́	poxodí		походи́те	poxodíte	
resemble	past tense			singular			plural(мы/вы/они́)		
resemble	masculine (я/ты/он)			походи́л	poxodíl		походи́ли	poxodíli	
resemble	feminine (я/ты/она́)			походи́ла	poxodíla		походи́ли	poxodíli	
resemble	neuter (оно́)			походи́ло	poxodílo		походи́ли	poxodíli	
see	imperfective aspect			imperfective aspect			imperfective aspect		
see	infinitive			ви́деть	vídetʹ		ви́деть	vídetʹ	
see	participles			present tense			past tense		
see	active			ви́дящий	vídjaščij		ви́девший	vídevšij	
see	passive			ви́димый	vídimyj		ви́денный△	vídennyj△	
see	adverbial			ви́дя	vídja		ви́дев,ви́девшиši	vídev	vídevši
see				present tense			future tense		
see	1st singular (я)			ви́жу	vížu		бу́ду ви́деть	búdu vídetʹ	
see	2nd singular (ты)			ви́дишь	vídišʹ		бу́дешь ви́деть	búdešʹ vídetʹ	
see	3rd singular (он/она́/оно́)			ви́дит	vídit		бу́дет ви́деть	búdet vídetʹ	
see	1st plural (мы)			ви́дим	vídim		бу́дем ви́деть	búdem vídetʹ	
see	2nd plural (вы)			ви́дите	vídite		бу́дете ви́деть	búdete vídetʹ	
see	3rd plural (они́)			ви́дят	vídjat		бу́дут ви́деть	búdut vídetʹ	
see	imperative			singular			plural		
see				—			—		
see	past tense			singular			plural(мы/вы/они́)		
see	masculine (я/ты/он)			ви́дел	vídel		ви́дели	vídeli	
see	feminine (я/ты/она́)			ви́дела	vídela		ви́дели	vídeli	
see	neuter (оно́)			ви́дело	vídelo		ви́дели	vídeli	
show	imperfective aspect			imperfective aspect			imperfective aspect		
show	infinitive			пока́зывать	pokázyvatʹ		пока́зывать	pokázyvatʹ	
show	participles			present tense			past tense		
show	active			пока́зывающий	pokázyvajuščij		пока́зывавший	pokázyvavšij	
show	passive			пока́зываемый	pokázyvajemyj		—		
show	adverbial			пока́зывая	pokázyvaja		пока́зывав,пока́зывавшиši	pokázyvav	pokázyvavši
show				present tense			future tense		
show	1st singular (я)			пока́зываю	pokázyvaju		бу́ду пока́зывать	búdu pokázyvatʹ	
show	2nd singular (ты)			пока́зываешь	pokázyvaješʹ		бу́дешь пока́зывать	búdešʹ pokázyvatʹ	
show	3rd singular (он/она́/оно́)			пока́зывает	pokázyvajet		бу́дет пока́зывать	búdet pokázyvatʹ	
show	1st plural (мы)			пока́зываем	pokázyvajem		бу́дем пока́зывать	búdem pokázyvatʹ	
show	2nd plural (вы)			пока́зываете	pokázyvajete		бу́дете пока́зывать	búdete pokázyvatʹ	
show	3rd plural (они́)			пока́зывают	pokázyvajut		бу́дут пока́зывать	búdut pokázyvatʹ	
show	imperative			singular			plural		
show				пока́зывай	pokázyvaj		пока́зывайте	pokázyvajte	
show	past tense			singular			plural(мы/вы/они́)		
show	masculine (я/ты/он)			пока́зывал	pokázyval		пока́зывали	pokázyvali	
show	feminine (я/ты/она́)			пока́зывала	pokázyvala		пока́зывали	pokázyvali	
show	neuter (оно́)			пока́зывало	pokázyvalo		пока́зывали	pokázyvali	
startle	imperfective aspect			imperfective aspect			imperfective aspect		
startle	infinitive			пуга́ть	pugátʹ		пуга́ть	pugátʹ	
startle	participles			present tense			past tense		
startle	active			пуга́ющий	pugájuščij		пуга́вший	pugávšij	
startle	passive			пуга́емый	pugájemyj		пу́ганный	púgannyj	
startle	adverbial			пуга́я	pugája		пуга́в,пуга́вшиši	pugáv	pugávši
startle				present tense			future tense		
startle	1st singular (я)			пуга́ю	pugáju		бу́ду пуга́ть	búdu pugátʹ	
startle	2nd singular (ты)			пуга́ешь	pugáješʹ		бу́дешь пуга́ть	búdešʹ pugátʹ	
startle	3rd singular (он/она́/оно́)			пуга́ет	pugájet		бу́дет пуга́ть	búdet pugátʹ	
startle	1st plural (мы)			пуга́ем	pugájem		бу́дем пуга́ть	búdem pugátʹ	
startle	2nd plural (вы)			пуга́ете	pugájete		бу́дете пуга́ть	búdete pugátʹ	
startle	3rd plural (они́)			пуга́ют	pugájut		бу́дут пуга́ть	búdut pugátʹ	
startle	imperative			singular			plural		
startle				пуга́й	pugáj		пуга́йте	pugájte	
startle	past tense			singular			plural(мы/вы/они́)		
startle	masculine (я/ты/он)			пуга́л	pugál		пуга́ли	pugáli	
startle	feminine (я/ты/она́)			пуга́ла	pugála		пуга́ли	pugáli	
startle	neuter (оно́)			пуга́ло	pugálo		пуга́ли	pugáli	
swim	imperfective aspect			imperfective aspect			imperfective aspect		
swim	infinitive			плы́ть	plýtʹ		плы́ть	plýtʹ	
swim	participles			present tense			past tense		
swim	active			плыву́щий	plyvúščij		плы́вший	plývšij	
swim	passive			—			—		
swim	adverbial			плывя́	plyvjá		плы́в,плы́вшиši	plýv	plývši
swim				present tense			future tense		
swim	1st singular (я)			плыву́	plyvú		бу́ду плы́ть	búdu plýtʹ	
swim	2nd singular (ты)			плывёшь	plyvjóšʹ		бу́дешь плы́ть	búdešʹ plýtʹ	
swim	3rd singular (он/она́/оно́)			плывёт	plyvjót		бу́дет плы́ть	búdet plýtʹ	
swim	1st plural (мы)			плывём	plyvjóm		бу́дем плы́ть	búdem plýtʹ	
swim	2nd plural (вы)			плывёте	plyvjóte		бу́дете плы́ть	búdete plýtʹ	
swim	3rd plural (они́)			плыву́т	plyvút		бу́дут плы́ть	búdut plýtʹ	
swim	imperative			singular			plural		
swim				плыви́	plyví		плыви́те	plyvíte	
swim	past tense			singular			plural(мы/вы/они́)		
swim	masculine (я/ты/он)			плы́л	plýl		плы́ли	plýli	
swim	feminine (я/ты/она́)			плыла́	plylá		плы́ли	plýli	
swim	neuter (оно́)			плы́ло,плыло́	plýlo	plyló	плы́ли	plýli	
walk	imperfective aspect			imperfective aspect			imperfective aspect		
walk	infinitive			шага́ть	šagátʹ		шага́ть	šagátʹ	
walk	participles			present tense			past tense		
walk	active			шага́ющий	šagájuščij		шага́вший	šagávšij	
walk	passive			—			—		
walk	adverbial			шага́я	šagája		шага́в,шага́вшиši	šagáv	šagávši
walk				present tense			future tense		
walk	1st singular (я)			шага́ю	šagáju		бу́ду шага́ть	búdu šagátʹ	
walk	2nd singular (ты)			шага́ешь	šagáješʹ		бу́дешь шага́ть	búdešʹ šagátʹ	
walk	3rd singular (он/она́/оно́)			шага́ет	šagájet		бу́дет шага́ть	búdet šagátʹ	
walk	1st plural (мы)			шага́ем	šagájem		бу́дем шага́ть	búdem šagátʹ	
walk	2nd plural (вы)			шага́ете	šagájete		бу́дете шага́ть	búdete šagátʹ	
walk	3rd plural (они́)			шага́ют	šagájut		бу́дут шага́ть	búdut šagátʹ	
walk	imperative			singular			plural		
walk				шага́й	šagáj		шага́йте	šagájte	
walk	past tense			singular			plural(мы/вы/они́)		
walk	masculine (я/ты/он)			шага́л	šagál		шага́ли	šagáli	
walk	feminine (я/ты/она́)			шага́ла	šagála		шага́ли	šagáli	
walk	neuter (оно́)			шага́ло	šagálo		шага́ли	šagáli	
warm	imperfective aspect			imperfective aspect			imperfective aspect		
warm	infinitive			гре́ть	grétʹ		гре́ть	grétʹ	
warm	participles			present tense			past tense		
warm	active			гре́ющий	gréjuščij		гре́вший	grévšij	
warm	passive			гре́емый	gréjemyj		гре́тый	grétyj	
warm	adverbial			гре́я	gréja		гре́в,гре́вшиši	grév	grévši
warm				present tense			future tense		
warm	1st singular (я)			гре́ю	gréju		бу́ду гре́ть	búdu grétʹ	
warm	2nd singular (ты)			гре́ешь	gréješʹ		бу́дешь гре́ть	búdešʹ grétʹ	
warm	3rd singular (он/она́/оно́)			гре́ет	gréjet		бу́дет гре́ть	búdet grétʹ	
warm	1st plural (мы)			гре́ем	gréjem		бу́дем гре́ть	búdem grétʹ	
warm	2nd plural (вы)			гре́ете	gréjete		бу́дете гре́ть	búdete grétʹ	
warm	3rd plural (они́)			гре́ют	gréjut		бу́дут гре́ть	búdut grétʹ	
warm	imperative			singular			plural		
warm				гре́й	gréj		гре́йте	gréjte	
warm	past tense			singular			plural(мы/вы/они́)		
warm	masculine (я/ты/он)			гре́л	grél		гре́ли	gréli	
warm	feminine (я/ты/она́)			гре́ла	gréla		гре́ли	gréli	
warm	neuter (оно́)			гре́ло	grélo		гре́ли	gréli	
watch	imperfective aspect			imperfective aspect			imperfective aspect		
watch	infinitive			наблюда́ть	nabljudátʹ		наблюда́ть	nabljudátʹ	
watch	participles			present tense			past tense		
watch	active			наблюда́ющий	nabljudájuščij		наблюда́вший	nabljudávšij	
watch	passive			наблюда́емый	nabljudájemyj		—		
watch	adverbial			наблюда́я	nabljudája		наблюда́в,наблюда́вшиši	nabljudáv	nabljudávši
watch				present tense			future tense		
