change	finite	indicative	1	plural	изменя́ем	izmenjájem	бу́дем изменя́ть	búdem izmenjátʹ		
change	finite	indicative	2	plural	изменя́ете	izmenjájete	бу́дете изменя́ть	búdete izmenjátʹ		
change	finite	indicative	3	plural	изменя́ют	izmenjájut	бу́дут изменя́ть	búdut izmenjátʹ		
change	finite	indicative	masculine	singular					изменя́л	izmenjál
change	finite	indicative	masculine	plural					изменя́ли	izmenjáli
change	finite	indicative	feminine	singular					изменя́ла	izmenjála
change	finite	indicative	feminine	plural					изменя́ли	izmenjáli
change	finite	indicative	neuter	singular					изменя́ло	izmenjálo
change	finite	indicative	neuter	plural					изменя́ли	izmenjáli
change	finite	imperative		singular	изменя́й	izmenjáj				
change	finite	imperative		plural	изменя́йте	izmenjájte				
cool	infinitive									
cool	participle		active						остуди́вший	ostudívšij
cool	participle		passive						осту́женный	ostúžennyj
cool	participle		adverbial						остуди́в,остуди́вшиši	ostudív, ostudívši
cool	finite	indicative	1	singular			остужу́	ostužú		
cool	finite	indicative	2	singular			осту́дишь	ostúdišʹ		
cool	finite	indicative	3	singular			осту́дит	ostúdit		
cool	finite	indicative	1	plural			осту́дим	ostúdim		
cool	finite	indicative	2	plural			осту́дите	ostúdite		
cool	finite	indicative	3	plural			осту́дят	ostúdjat		
cool	finite	indicative	masculine	singular						
cool	finite	indicative	masculine	plural					остуди́ли	ostudíli
cool	finite	indicative	feminine	singular						
cool	finite	indicative	feminine	plural					остуди́ли	ostudíli
cool	finite	indicative	neuter	singular						
cool	finite	indicative	neuter	plural					остуди́ли	ostudíli
cool	finite	imperative		singular						
cool	finite	imperative		plural	остуди́те	ostudíte				
direct	infinitive				води́ть	vodítʹ				
direct	participle		active		водя́щий	vodjáščij			води́вший	vodívšij
direct	participle		passive		води́мый	vodímyj			во́женный	vóžennyj
direct	participle		adverbial		водя́	vodjá			води́в,води́вшиši	vodív, vodívši
direct	finite	indicative	1	singular	вожу́	vožú	бу́ду води́ть	búdu vodítʹ		
direct	finite	indicative	2	singular	во́дишь	vódišʹ	бу́дешь води́ть	búdešʹ vodítʹ		
direct	finite	indicative	3	singular	во́дит	vódit	бу́дет води́ть	búdet vodítʹ		
direct	finite	indicative	1	plural	во́дим	vódim	бу́дем води́ть	búdem vodítʹ		
direct	finite	indicative	2	plural	во́дите	vódite	бу́дете води́ть	búdete vodítʹ		
direct	finite	indicative	3	plural	во́дят	vódjat	бу́дут води́ть	búdut vodítʹ		
direct	finite	indicative	masculine	singular					води́л	vodíl
direct	finite	indicative	masculine	plural					води́ли	vodíli
direct	finite	indicative	feminine	singular					води́ла	vodíla
direct	finite	indicative	feminine	plural					води́ли	vodíli
direct	finite	indicative	neuter	singular					води́ло	vodílo
direct	finite	indicative	neuter	plural					води́ли	vodíli
direct	finite	imperative		singular	води́	vodí				
direct	finite	imperative		plural	води́те	vodíte				
displease	infinitive				огорча́ть	ogorčátʹ				
displease	participle		active		огорча́ющий	ogorčájuščij			огорча́вший	ogorčávšij
displease	participle		passive		огорча́емый	ogorčájemyj			—	
displease	participle		adverbial		огорча́я	ogorčája			огорча́в,огорча́вшиši	ogorčáv, ogorčávši
displease	finite	indicative	1	singular	огорча́ю	ogorčáju	бу́ду огорча́ть	búdu ogorčátʹ		
displease	finite	indicative	2	singular	огорча́ешь	ogorčáješʹ	бу́дешь огорча́ть	búdešʹ ogorčátʹ		
displease	finite	indicative	3	singular	огорча́ет	ogorčájet	бу́дет огорча́ть	búdet ogorčátʹ		
displease	finite	indicative	1	plural	огорча́ем	ogorčájem	бу́дем огорча́ть	búdem ogorčátʹ		
displease	finite	indicative	2	plural	огорча́ете	ogorčájete	бу́дете огорча́ть	búdete ogorčátʹ		
displease	finite	indicative	3	plural	огорча́ют	ogorčájut	бу́дут огорча́ть	búdut ogorčátʹ		
displease	finite	indicative	masculine	singular					огорча́л	ogorčál
displease	finite	indicative	masculine	plural					огорча́ли	ogorčáli
displease	finite	indicative	feminine	singular					огорча́ла	ogorčála
displease	finite	indicative	feminine	plural					огорча́ли	ogorčáli
displease	finite	indicative	neuter	singular					огорча́ло	ogorčálo
displease	finite	indicative	neuter	plural					огорча́ли	ogorčáli
displease	finite	imperative		singular	огорча́й	ogorčáj				
displease	finite	imperative		plural	огорча́йте	ogorčájte				
eat	infinitive				е́сть	jéstʹ				
eat	participle		active		едя́щий	jedjáščij			е́вший	jévšij
eat	participle		passive		едо́мый*	jedómyj*			е́денный	jédennyj
eat	participle		adverbial		едя́	jedjá			е́в,е́вшиši	jév, jévši
eat	finite	indicative	1	singular	е́м	jém	бу́ду е́сть	búdu jéstʹ		
eat	finite	indicative	2	singular	е́шь	jéšʹ	бу́дешь е́сть	búdešʹ jéstʹ		
eat	finite	indicative	3	singular	е́ст	jést	бу́дет е́сть	búdet jéstʹ		
eat	finite	indicative	1	plural	еди́м	jedím	бу́дем е́сть	búdem jéstʹ		
eat	finite	indicative	2	plural	еди́те	jedíte	бу́дете е́сть	búdete jéstʹ		
eat	finite	indicative	3	plural	едя́т	jedját	бу́дут е́сть	búdut jéstʹ		
eat	finite	indicative	masculine	singular					е́л	jél
eat	finite	indicative	masculine	plural					е́ли	jéli
eat	finite	indicative	feminine	singular					е́ла	jéla
eat	finite	indicative	feminine	plural					е́ли	jéli
eat	finite	indicative	neuter	singular					е́ло	jélo
eat	finite	indicative	neuter	plural					е́ли	jéli
eat	finite	imperative		singular	е́шь	jéšʹ				
eat	finite	imperative		plural	е́шьте	jéšʹte				
endure	infinitive				терпе́ть	terpétʹ				
endure	participle		active		те́рпящий	térpjaščij			терпе́вший	terpévšij
endure	participle		passive		терпи́мый	terpímyj			—	
endure	participle		adverbial		терпя́	terpjá			терпе́в,терпе́вшиši	terpév, terpévši
endure	finite	indicative	1	singular	терплю́	terpljú	бу́ду терпе́ть	búdu terpétʹ		
endure	finite	indicative	2	singular	те́рпишь	térpišʹ	бу́дешь терпе́ть	búdešʹ terpétʹ		
endure	finite	indicative	3	singular	те́рпит	térpit	бу́дет терпе́ть	búdet terpétʹ		
endure	finite	indicative	1	plural	те́рпим	térpim	бу́дем терпе́ть	búdem terpétʹ		
endure	finite	indicative	2	plural	те́рпите	térpite	бу́дете терпе́ть	búdete terpétʹ		
endure	finite	indicative	3	plural	те́рпят	térpjat	бу́дут терпе́ть	búdut terpétʹ		
endure	finite	indicative	masculine	singular					терпе́л	terpél
endure	finite	indicative	masculine	plural					терпе́ли	terpéli
endure	finite	indicative	feminine	singular					терпе́ла	terpéla
endure	finite	indicative	feminine	plural					терпе́ли	terpéli
endure	finite	indicative	neuter	singular					терпе́ло	terpélo
endure	finite	indicative	neuter	plural					терпе́ли	terpéli
endure	finite	imperative		singular	терпи́	terpí				
endure	finite	imperative		plural	терпи́те	terpíte				
fall	infinitive				па́дать	pádatʹ				
fall	participle		active		па́дающий	pádajuščij			па́давший	pádavšij
fall	participle		passive		—				—	
fall	participle		adverbial		па́дая	pádaja			па́дав,па́давшиši	pádav, pádavši
fall	finite	indicative	1	singular	па́даю	pádaju	бу́ду па́дать	búdu pádatʹ		
fall	finite	indicative	2	singular	па́даешь	pádaješʹ	бу́дешь па́дать	búdešʹ pádatʹ		
fall	finite	indicative	3	singular	па́дает	pádajet	бу́дет па́дать	búdet pádatʹ		
fall	finite	indicative	1	plural	па́даем	pádajem	бу́дем па́дать	búdem pádatʹ		
fall	finite	indicative	2	plural	па́даете	pádajete	бу́дете па́дать	búdete pádatʹ		
fall	finite	indicative	3	plural	па́дают	pádajut	бу́дут па́дать	búdut pádatʹ		
fall	finite	indicative	masculine	singular					па́дал	pádal
fall	finite	indicative	masculine	plural					па́дали	pádali
fall	finite	indicative	feminine	singular					па́дала	pádala
fall	finite	indicative	feminine	plural					па́дали	pádali
fall	finite	indicative	neuter	singular					па́дало	pádalo
fall	finite	indicative	neuter	plural					па́дали	pádali
fall	finite	imperative		singular	па́дай	pádaj				
fall	finite	imperative		plural	па́дайте	pádajte				
fly	infinitive				лета́ть	letátʹ				
fly	participle		active		лета́ющий	letájuščij			лета́вший	letávšij
fly	participle		passive		—				—	
fly	participle		adverbial		лета́я	letája			лета́в,лета́вшиši	letáv, letávši
fly	finite	indicative	1	singular	лета́ю	letáju	бу́ду лета́ть	búdu letátʹ		
fly	finite	indicative	2	singular	лета́ешь	letáješʹ	бу́дешь лета́ть	búdešʹ letátʹ		
fly	finite	indicative	3	singular	лета́ет	letájet	бу́дет лета́ть	búdet letátʹ		
fly	finite	indicative	1	plural	лета́ем	letájem	бу́дем лета́ть	búdem letátʹ		
fly	finite	indicative	2	plural	лета́ете	letájete	бу́дете лета́ть	búdete letátʹ		
fly	finite	indicative	3	plural	лета́ют	letájut	бу́дут лета́ть	búdut letátʹ		
fly	finite	indicative	masculine	singular					лета́л	letál
fly	finite	indicative	masculine	plural					лета́ли	letáli
fly	finite	indicative	feminine	singular					лета́ла	letála
fly	finite	indicative	feminine	plural					лета́ли	letáli
fly	finite	indicative	neuter	singular					лета́ло	letálo
fly	finite	indicative	neuter	plural					лета́ли	letáli
fly	finite	imperative		singular	лета́й	letáj				
fly	finite	imperative		plural	лета́йте	letájte				
hear	infinitive				слы́шать	slýšatʹ				
hear	participle		active		слы́шащий	slýšaščij			слы́шавший	slýšavšij
hear	participle		passive		слы́шимый	slýšimyj			слы́шанный	slýšannyj
hear	participle		adverbial		слы́ша	slýša			слы́шав,слы́шавшиši	slýšav, slýšavši
hear	finite	indicative	1	singular	слы́шу	slýšu	бу́ду слы́шать	búdu slýšatʹ		
hear	finite	indicative	2	singular	слы́шишь	slýšišʹ	бу́дешь слы́шать	búdešʹ slýšatʹ		
hear	finite	indicative	3	singular	слы́шит	slýšit	бу́дет слы́шать	búdet slýšatʹ		
hear	finite	indicative	1	plural	слы́шим	slýšim	бу́дем слы́шать	búdem slýšatʹ		
hear	finite	indicative	2	plural	слы́шите	slýšite	бу́дете слы́шать	búdete slýšatʹ		
hear	finite	indicative	3	plural	слы́шат	slýšat	бу́дут слы́шать	búdut slýšatʹ		
hear	finite	indicative	masculine	singular					слы́шал	slýšal
hear	finite	indicative	masculine	plural					слы́шали	slýšali
hear	finite	indicative	feminine	singular					слы́шала	slýšala
hear	finite	indicative	feminine	plural					слы́шали	slýšali
hear	finite	indicative	neuter	singular					слы́шало	slýšalo
hear	finite	indicative	neuter	plural					слы́шали	slýšali
hear	finite	imperative		singular	—					
hear	finite	imperative		plural	—					
occupy	infinitive				занима́ть	zanimátʹ				
occupy	participle		active		занима́ющий	zanimájuščij			занима́вший	zanimávšij
occupy	participle		passive		занима́емый	zanimájemyj			—	
occupy	participle		adverbial		занима́я	zanimája			занима́в,занима́вшиši	zanimáv, zanimávši
occupy	finite	indicative	1	singular	занима́ю	zanimáju	бу́ду занима́ть	búdu zanimátʹ		
occupy	finite	indicative	2	singular	занима́ешь	zanimáješʹ	бу́дешь занима́ть	búdešʹ zanimátʹ		
occupy	finite	indicative	3	singular	занима́ет	zanimájet	бу́дет занима́ть	búdet zanimátʹ		
occupy	finite	indicative	1	plural	занима́ем	zanimájem	бу́дем занима́ть	búdem zanimátʹ		
occupy	finite	indicative	2	plural	занима́ете	zanimájete	бу́дете занима́ть	búdete zanimátʹ		
occupy	finite	indicative	3	plural	занима́ют	zanimájut	бу́дут занима́ть	búdut zanimátʹ		
occupy	finite	indicative	masculine	singular					занима́л	zanimál
occupy	finite	indicative	masculine	plural					занима́ли	zanimáli
occupy	finite	indicative	feminine	singular					занима́ла	zanimála
occupy	finite	indicative	feminine	plural					занима́ли	zanimáli
occupy	finite	indicative	neuter	singular					занима́ло	zanimálo
occupy	finite	indicative	neuter	plural					занима́ли	zanimáli
occupy	finite	imperative		singular	занима́й	zanimáj				
occupy	finite	imperative		plural	занима́йте	zanimájte				
resemble	infinitive				походи́ть	poxodítʹ				
resemble	participle		active		походя́щий	poxodjáščij			походи́вший	poxodívšij
resemble	participle		passive		—				—	
resemble	participle		adverbial		походя́	poxodjá			походи́в,походи́вшиši	poxodív, poxodívši
resemble	finite	indicative	1	singular	похожу́	poxožú	бу́ду походи́ть	búdu poxodítʹ		
resemble	finite	indicative	2	singular	похо́дишь	poxódišʹ	бу́дешь походи́ть	búdešʹ poxodítʹ		
resemble	finite	indicative	3	singular	похо́дит	poxódit	бу́дет походи́ть	búdet poxodítʹ		
resemble	finite	indicative	1	plural	похо́дим	poxódim	бу́дем походи́ть	búdem poxodítʹ		
resemble	finite	indicative	2	plural	похо́дите	poxódite	бу́дете походи́ть	búdete poxodítʹ		
resemble	finite	indicative	3	plural	похо́дят	poxódjat	бу́дут походи́ть	búdut poxodítʹ		
resemble	finite	indicative	masculine	singular					походи́л	poxodíl
resemble	finite	indicative	masculine	plural					походи́ли	poxodíli
resemble	finite	indicative	feminine	singular					походи́ла	poxodíla
resemble	finite	indicative	feminine	plural					походи́ли	poxodíli
resemble	finite	indicative	neuter	singular					походи́ло	poxodílo
resemble	finite	indicative	neuter	plural					походи́ли	poxodíli
resemble	finite	imperative		singular	походи́	poxodí				
resemble	finite	imperative		plural	походи́те	poxodíte				
see	infinitive				ви́деть	vídetʹ				
see	participle		active		ви́дящий	vídjaščij			ви́девший	vídevšij
see	participle		passive		ви́димый	vídimyj			ви́денный	vídennyj
see	participle		adverbial		ви́дя	vídja			ви́дев,ви́девшиši	vídev, vídevši
see	finite	indicative	1	singular	ви́жу	vížu	бу́ду ви́деть	búdu vídetʹ		
see	finite	indicative	2	singular	ви́дишь	vídišʹ	бу́дешь ви́деть	búdešʹ vídetʹ		
see	finite	indicative	3	singular	ви́дит	vídit	бу́дет ви́деть	búdet vídetʹ		
see	finite	indicative	1	plural	ви́дим	vídim	бу́дем ви́деть	búdem vídetʹ		
see	finite	indicative	2	plural	ви́дите	vídite	бу́дете ви́деть	búdete vídetʹ		
see	finite	indicative	3	plural	ви́дят	vídjat	бу́дут ви́деть	búdut vídetʹ		
see	finite	indicative	masculine	singular					ви́дел	vídel
see	finite	indicative	masculine	plural					ви́дели	vídeli
see	finite	indicative	feminine	singular					ви́дела	vídela
see	finite	indicative	feminine	plural					ви́дели	vídeli
see	finite	indicative	neuter	singular					ви́дело	vídelo
see	finite	indicative	neuter	plural					ви́дели	vídeli
see	finite	imperative		singular	—					
see	finite	imperative		plural	—					
show	infinitive				пока́зывать	pokázyvatʹ				
show	participle		active		пока́зывающий	pokázyvajuščij			пока́зывавший	pokázyvavšij
show	participle		passive		пока́зываемый	pokázyvajemyj			—	
show	participle		adverbial		пока́зывая	pokázyvaja			пока́зывав,пока́зывавшиši	pokázyvav, pokázyvavši
show	finite	indicative	1	singular	пока́зываю	pokázyvaju	бу́ду пока́зывать	búdu pokázyvatʹ		
show	finite	indicative	2	singular	пока́зываешь	pokázyvaješʹ	бу́дешь пока́зывать	búdešʹ pokázyvatʹ		
show	finite	indicative	3	singular	пока́зывает	pokázyvajet	бу́дет пока́зывать	búdet pokázyvatʹ		
show	finite	indicative	1	plural	пока́зываем	pokázyvajem	бу́дем пока́зывать	búdem pokázyvatʹ		
show	finite	indicative	2	plural	пока́зываете	pokázyvajete	бу́дете пока́зывать	búdete pokázyvatʹ		
show	finite	indicative	3	plural	пока́зывают	pokázyvajut	бу́дут пока́зывать	búdut pokázyvatʹ		
show	finite	indicative	masculine	singular					пока́зывал	pokázyval
show	finite	indicative	masculine	plural					пока́зывали	pokázyvali
show	finite	indicative	feminine	singular					пока́зывала	pokázyvala
show	finite	indicative	feminine	plural					пока́зывали	pokázyvali
show	finite	indicative	neuter	singular					пока́зывало	pokázyvalo
show	finite	indicative	neuter	plural					пока́зывали	pokázyvali
show	finite	imperative		singular	пока́зывай	pokázyvaj				
show	finite	imperative		plural	пока́зывайте	pokázyvajte				
startle	infinitive				пуга́ть	pugátʹ				
startle	participle		active		пуга́ющий	pugájuščij			пуга́вший	pugávšij
startle	participle		passive		пуга́емый	pugájemyj			пу́ганный	púgannyj
startle	participle		adverbial		пуга́я	pugája			пуга́в,пуга́вшиši	pugáv, pugávši
startle	finite	indicative	1	singular	пуга́ю	pugáju	бу́ду пуга́ть	búdu pugátʹ		
startle	finite	indicative	2	singular	пуга́ешь	pugáješʹ	бу́дешь пуга́ть	búdešʹ pugátʹ		
startle	finite	indicative	3	singular	пуга́ет	pugájet	бу́дет пуга́ть	búdet pugátʹ		
startle	finite	indicative	1	plural	пуга́ем	pugájem	бу́дем пуга́ть	búdem pugátʹ		
startle	finite	indicative	2	plural	пуга́ете	pugájete	бу́дете пуга́ть	búdete pugátʹ		
startle	finite	indicative	3	plural	пуга́ют	pugájut	бу́дут пуга́ть	búdut pugátʹ		
startle	finite	indicative	masculine	singular					пуга́л	pugál
startle	finite	indicative	masculine	plural					пуга́ли	pugáli
startle	finite	indicative	feminine	singular					пуга́ла	pugála
startle	finite	indicative	feminine	plural					пуга́ли	pugáli
startle	finite	indicative	neuter	singular					пуга́ло	pugálo
startle	finite	indicative	neuter	plural					пуга́ли	pugáli
startle	finite	imperative		singular	пуга́й	pugáj				
startle	finite	imperative		plural	пуга́йте	pugájte				
swim	infinitive				плы́ть	plýtʹ				
swim	participle		active		плыву́щий	plyvúščij			плы́вший	plývšij
swim	participle		passive		—				—	
swim	participle		adverbial		плывя́	plyvjá			плы́в,плы́вшиši	plýv, plývši
swim	finite	indicative	1	singular	плыву́	plyvú	бу́ду плы́ть	búdu plýtʹ		
swim	finite	indicative	2	singular	плывёшь	plyvjóšʹ	бу́дешь плы́ть	búdešʹ plýtʹ		
swim	finite	indicative	3	singular	плывёт	plyvjót	бу́дет плы́ть	búdet plýtʹ		
swim	finite	indicative	1	plural	плывём	plyvjóm	бу́дем плы́ть	búdem plýtʹ		
swim	finite	indicative	2	plural	плывёте	plyvjóte	бу́дете плы́ть	búdete plýtʹ		
swim	finite	indicative	3	plural	плыву́т	plyvút	бу́дут плы́ть	búdut plýtʹ		
swim	finite	indicative	masculine	singular					плы́л	plýl
swim	finite	indicative	masculine	plural					плы́ли	plýli
swim	finite	indicative	feminine	singular					плыла́	plylá
swim	finite	indicative	feminine	plural					плы́ли	plýli
swim	finite	indicative	neuter	singular					плы́ло,плыло́	plýlo, plyló
swim	finite	indicative	neuter	plural					плы́ли	plýli
swim	finite	imperative		singular	плыви́	plyví				
swim	finite	imperative		plural	плыви́те	plyvíte				
walk	infinitive				шага́ть	šagátʹ				
walk	participle		active		шага́ющий	šagájuščij			шага́вший	šagávšij
walk	participle		passive		—				—	
walk	participle		adverbial		шага́я	šagája			шага́в,шага́вшиši	šagáv, šagávši
walk	finite	indicative	1	singular	шага́ю	šagáju	бу́ду шага́ть	búdu šagátʹ		
walk	finite	indicative	2	singular	шага́ешь	šagáješʹ	бу́дешь шага́ть	búdešʹ šagátʹ		
walk	finite	indicative	3	singular	шага́ет	šagájet	бу́дет шага́ть	búdet šagátʹ		
walk	finite	indicative	1	plural	шага́ем	šagájem	бу́дем шага́ть	búdem šagátʹ		
walk	finite	indicative	2	plural	шага́ете	šagájete	бу́дете шага́ть	búdete šagátʹ		
walk	finite	indicative	3	plural	шага́ют	šagájut	бу́дут шага́ть	búdut šagátʹ		
walk	finite	indicative	masculine	singular					шага́л	šagál
walk	finite	indicative	masculine	plural					шага́ли	šagáli
walk	finite	indicative	feminine	singular					шага́ла	šagála
walk	finite	indicative	feminine	plural					шага́ли	šagáli
walk	finite	indicative	neuter	singular					шага́ло	šagálo
walk	finite	indicative	neuter	plural					шага́ли	šagáli
walk	finite	imperative		singular	шага́й	šagáj				
walk	finite	imperative		plural	шага́йте	šagájte				
warm	infinitive				гре́ть	grétʹ				
warm	participle		active		гре́ющий	gréjuščij			гре́вший	grévšij
warm	participle		passive		гре́емый	gréjemyj			гре́тый	grétyj
warm	participle		adverbial		гре́я	gréja			гре́в,гре́вшиši	grév, grévši
warm	finite	indicative	1	singular	гре́ю	gréju	бу́ду гре́ть	búdu grétʹ		
warm	finite	indicative	2	singular	гре́ешь	gréješʹ	бу́дешь гре́ть	búdešʹ grétʹ		
warm	finite	indicative	3	singular	гре́ет	gréjet	бу́дет гре́ть	búdet grétʹ		
warm	finite	indicative	1	plural	гре́ем	gréjem	бу́дем гре́ть	búdem grétʹ		
warm	finite	indicative	2	plural	гре́ете	gréjete	бу́дете гре́ть	búdete grétʹ		
warm	finite	indicative	3	plural	гре́ют	gréjut	бу́дут гре́ть	búdut grétʹ		
warm	finite	indicative	masculine	singular					гре́л	grél
warm	finite	indicative	masculine	plural					гре́ли	gréli
warm	finite	indicative	feminine	singular					гре́ла	gréla
warm	finite	indicative	feminine	plural					гре́ли	gréli
warm	finite	indicative	neuter	singular					гре́ло	grélo
warm	finite	indicative	neuter	plural					гре́ли	gréli
warm	finite	imperative		singular	гре́й	gréj				
warm	finite	imperative		plural	гре́йте	gréjte				
watch	infinitive				наблюда́ть	nabljudátʹ				
watch	participle		active		наблюда́ющий	nabljudájuščij			наблюда́вший	nabljudávšij
watch	participle		passive		наблюда́емый	nabljudájemyj			—	
watch	participle		adverbial		наблюда́я	nabljudája			наблюда́в,наблюда́вшиši	nabljudáv, nabljudávši
watch	finite	indicative	1	singular	наблюда́ю	nabljudáju	бу́ду наблюда́ть	búdu nabljudátʹ		
watch	finite	indicative	2	singular	наблюда́ешь	nabljudáješʹ	бу́дешь наблюда́ть	búdešʹ nabljudátʹ		
watch	finite	indicative	3	singular	наблюда́ет	nabljudájet	бу́дет наблюда́ть	búdet nabljudátʹ		
watch	finite	indicative	1	plural	наблюда́ем	nabljudájem	бу́дем наблюда́ть	búdem nabljudátʹ		
watch	finite	indicative	2	plural	наблюда́ете	nabljudájete	бу́дете наблюда́ть	búdete nabljudátʹ		
watch	finite	indicative	3	plural	наблюда́ют	nabljudájut	бу́дут наблюда́ть	búdut nabljudátʹ		
watch	finite	indicative	masculine	singular					наблюда́л	nabljudál
watch	finite	indicative	masculine	plural					наблюда́ли	nabljudáli
watch	finite	indicative	feminine	singular					наблюда́ла	nabljudála
watch	finite	indicative	feminine	plural					наблюда́ли	nabljudáli
watch	finite	indicative	neuter	singular					наблюда́ло	nabljudálo
watch	finite	indicative	neuter	plural					наблюда́ли	nabljudáli
watch	finite	imperative		singular	наблюда́й	nabljudáj				
watch	finite	imperative		plural	наблюда́йте	nabljudájte				
work	infinitive				рабо́тать	rabótatʹ				
work	participle		active		рабо́тающий	rabótajuščij			рабо́тавший	rabótavšij
work	participle		passive		—				—	
work	participle		adverbial		рабо́тая	rabótaja			рабо́тав,рабо́тавшиši	rabótav, rabótavši
work	finite	indicative	1	singular	рабо́таю	rabótaju	бу́ду рабо́тать	búdu rabótatʹ		
work	finite	indicative	2	singular	рабо́таешь	rabótaješʹ	бу́дешь рабо́тать	búdešʹ rabótatʹ		
work	finite	indicative	3	singular	рабо́тает	rabótajet	бу́дет рабо́тать	búdet rabótatʹ		
work	finite	indicative	1	plural	рабо́таем	rabótajem	бу́дем рабо́тать	búdem rabótatʹ		
work	finite	indicative	2	plural	рабо́таете	rabótajete	бу́дете рабо́тать	búdete rabótatʹ		
work	finite	indicative	3	plural	рабо́тают	rabótajut	бу́дут рабо́тать	búdut rabótatʹ		
work	finite	indicative	masculine	singular					рабо́тал	rabótal
work	finite	indicative	masculine	plural					рабо́тали	rabótali
work	finite	indicative	feminine	singular					рабо́тала	rabótala
work	finite	indicative	feminine	plural					рабо́тали	rabótali
