direct	conditional	conditional	dheachtóinn; dheachtóchainn† / ndeachtóinn‡‡; ndeachtóchainn†‡‡	dheachtófá; dheachtóchthá† / ndeachtófá‡‡; ndeachtóchthá†‡‡	dheachtódh sé, sí; dheachtóchadh sé, sí† / ndeachtódh sé, sí‡‡; ndeachtóchadh sé, sí†‡‡	dheachtóimis; dheachtódh muid; dheachtóchaimis†; dheachtóchadh muid† / ndeachtóimis‡‡; ndeachtódh muid‡‡; ndeachtóchaimis†‡‡; ndeachtóchadh muid†‡‡	dheachtódh sibh; dheachtóchadh sibh† / ndeachtódh sibh‡‡; ndeachtóchadh sibh†‡‡	dheachtóidís; dheachtódh siad; dheachtóchadh siad† / ndeachtóidís‡‡; ndeachtódh siad‡‡; ndeachtóchadh siad†‡‡	a dheachtódh; a dheachtóchadh† /a ndeachtódh*; a ndeachtóchadh*†	dheachtófaí; dheachtóchthaí† / ndeachtófaí‡‡; ndeachtóchthaí†‡‡
direct	subjunctive	present	go ndeachtaí mé;  go ndeachtaíod†	go ndeachtaí tú;  go ndeachtaír†	go ndeachtaí sé, sí	go ndeachtaímid;  go ndeachtaí muid	go ndeachtaí sibh	go ndeachtaí siad;  go ndeachtaíd†	—	go ndeachtaítear
direct	subjunctive	past	dá ndeachtaínn	dá ndeachtaíteá	dá ndeachtaíodh sé, sí	dá ndeachtaímis;  dá ndeachtaíodh muid	dá ndeachtaíodh sibh	dá ndeachtaídís;  dá ndeachtaíodh siad	—	dá ndeachtaítí
direct	imperative	imperative	deachtaím	deachtaigh	deachtaíodh sé, sí	deachtaímis	deachtaígí;deachtaídh†	deachtaídís	—	deachtaítear
direct	verbal noun	verbal noun	deachtú	deachtú	deachtú	deachtú	deachtú	deachtú	deachtú	deachtú
direct	past participle	past participle	deachtaithe	deachtaithe	deachtaithe	deachtaithe	deachtaithe	deachtaithe	deachtaithe	deachtaithe
eat			singular	singular	singular	plural	plural	plural	relative	autonomous
eat			first	second	third	first	second	third	relative	autonomous
eat	indicative	present	ithim	itheann tú;  ithir†	itheann sé, sí	ithimid;  itheann muid	itheann sibh	itheann siad;  ithid†	a itheann; a itheas /a n-itheann*; a n-itheas*	itear
eat	indicative	past	d'ith mé; d'itheas /ith mé‡; itheas‡	d'ith tú; d'ithis /ith tú‡; ithis‡	d'ith sé, sí /ith sé, sí‡	d'itheamar; d'ith muid /itheamar‡; ith muid‡	d'ith sibh; d'itheabhair /ith sibh‡; itheabhair‡	d'ith siad; d'itheadar /ith siad‡; itheadar‡	a d'ith / ar ith*	itheadh; hitheadh†
eat	indicative	past habitual	d'ithinn /ithinn‡; n-ithinn‡‡	d'iteá /iteá‡; n-iteá‡‡	d'itheadh sé, sí /itheadh sé, sí‡; n-itheadh‡‡	d'ithimis; d'itheadh muid /ithimis‡; itheadh muid‡; n-ithimis‡‡; n-itheadh muid‡‡	d'itheadh sibh /itheadh sibh‡; n-itheadh sibh‡‡	d'ithidís; d'itheadh siad /ithidís‡; itheadh siad‡; n-ithidís‡‡; n-itheadh siad‡‡	a d'itheadh /a n-itheadh*	d'ití /ití‡; n-ití‡‡
eat	indicative	future	íosfaidh mé;  íosfad	íosfaidh tú;  íosfair†	íosfaidh sé, sí	íosfaimid;  íosfaidh muid	íosfaidh sibh	íosfaidh siad;  íosfaid†	a íosfaidh, a íosfas /a n-íosfaidh*; a n-íosfas*	íosfar
eat	conditional	conditional	d'íosfainn / íosfainn‡; n-íosfainn‡‡	d'íosfá / íosfá‡; n-íosfá‡‡	d'íosfadh sé, sí / íosfadh sé, sí‡; n-íosfadh sé, sí‡‡	d'íosfaimis; d'íosfadh muid / íosfaimis‡; íosfadh muid‡; n-íosfaimis‡‡; n-íosfadh muid‡‡	d'íosfadh sibh / íosfadh sibh‡; n-íosfadh sibh‡‡	d'íosfaidís; d'íosfadh siad / íosfaidís‡; íosfadh siad‡; n-íosfaidís‡‡; n-íosfadh siad‡‡	a d'íosfadh /a n-íosfadh*	d'íosfaí / íosfaí‡; n-íosfaí‡‡
eat	subjunctive	present	go n-ithe mé;  go n-ithead†	go n-ithe tú;  go n-ithir†	go n-ithe sé, sí	go n-ithimid;  go n-ithe muid	go n-ithe sibh	go n-ithe siad;  go n-ithid†	—	go n-itear
eat	subjunctive	past	dá n-ithinn	dá n-iteá	dá n-itheadh sé, sí	dá n-ithimis;  dá n-itheadh muid	dá n-itheadh sibh	dá n-ithidís; dá n-itheadh siad	—	dá n-ití
eat	imperative	imperative	ithim	ith	itheadh sé, sí	ithimis	ithigí;ithidh†	ithidís	—	itear
eat	verbal noun	verbal noun	ithe	ithe	ithe	ithe	ithe	ithe	ithe	ithe
eat	past participle	past participle	ite	ite	ite	ite	ite	ite	ite	ite
endure			singular	singular	singular	plural	plural	plural	relative	autonomous
endure			first	second	third	first	second	third	relative	autonomous
endure	indicative	present	iompraím	iompraíonn tú;  iompraír†	iompraíonn sé, sí	iompraímid;  iompraíonn muid	iompraíonn sibh	iompraíonn siad;  iompraíd†	a iompraíonn; a iompraíos /a n-iompraíonn*; a n-iompraíos*	iompraítear
endure	indicative	past	d'iompair mé; d'iompraíos /iompair mé‡; iompraíos‡	d'iompair tú; d'iompraís /iompair tú‡; iompraís‡	d'iompair sé, sí /iompair sé, sí‡	d'iompraíomar; d'iompair muid /iompraíomar‡; iompair muid‡	d'iompair sibh; d'iompraíobhair /iompair sibh‡; iompraíobhair‡	d'iompair siad; d'iompraíodar /iompair siad‡; iompraíodar‡	a d'iompair /ar iompair*	iompraíodh;hiompraíodh†
endure	indicative	past habitual	d'iompraínn /iompraínn‡; n-iompraínn‡‡	d'iompraíteá /iompraíteá‡; n-iompraíteá‡‡	d'iompraíodh sé, sí /iompraíodh sé, sí‡; n-iompraíodh sé, sí‡‡	d'iompraímis; d'iompraíodh muid /iompraímis‡; iompraíodh muid‡; n-iompraímis‡‡; n-iompraíodh muid‡‡	d'iompraíodh sibh /iompraíodh sibh‡; n-iompraíodh sibh‡‡	d'iompraídís; d'iompraíodh siad /iompraídís; iompraíodh siad‡; n-iompraídís‡‡; n-iompraíodh siad‡‡	a d'iompraíodh /a n-iompraíodh*	d'iompraítí /iompraítí‡; n-iompraítí‡‡
endure	indicative	future	iompróidh mé;  iompród;  iompróchaidh mé†	iompróidh tú;  iompróir†;  iompróchaidh tú†	iompróidh sé, sí;  iompróchaidh sé, sí†	iompróimid;  iompróidh muid;  iompróchaimid†;  iompróchaidh muid†	iompróidh sibh;  iompróchaidh sibh†	iompróidh siad;  iompróid†;  iompróchaidh siad†	a iompróidh; a iomprós; a iompróchaidh†; a iompróchas† /a n-iompróidh*; a n-iomprós*; a n-iompróchaidh*†; a n-iompróchas*†	iomprófar;  iompróchar†
endure	conditional	conditional	d'iompróinn; d'iompróchainn† / iompróinn‡; iompróchainn†‡; n-iompróinn‡‡; n-iompróchainn†‡‡	d'iomprófá; d'iompróchthá† / iomprófá‡; iompróchthá†‡; n-iomprófá‡‡; n-iompróchthá†‡‡	d'iompródh sé, sí; d'iompróchadh sé, sí† / iompródh sé, sí‡; iompróchadh sé, sí†‡; n-iompródh sé, sí‡‡; n-iompróchadh sé, sí†‡‡	d'iompróimis; d'iompródh muid; d'iompróchaimis†; d'iompróchadh muid† / iompróimis‡; iompródh muid‡; iompróchaimis†‡; iompróchadh muid†‡; n-iompróimis‡‡; n-iompródh muid‡‡; n-iompróchaimis†‡‡; n-iompróchadh muid†‡‡	d'iompródh sibh; d'iompróchadh sibh† / iompródh sibh‡; iompróchadh sibh†‡; n-iompródh sibh‡‡; n-iompróchadh sibh†‡‡	d'iompróidís; d'iompródh siad; d'iompróchadh siad† / iompróidís‡; iompródh siad‡; iompróchadh siad†‡; n-iompróidís‡‡; n-iompródh siad‡‡; n-iompróchadh siad†‡‡	a d'iompródh; a d'iompróchadh† /a n-iompródh*; a n-iompróchadh*†	d'iomprófaí; d'iompróchthaí† / iomprófaí‡; iompróchthaí†‡; n-iomprófaí‡‡; n-iompróchthaí†‡‡
endure	subjunctive	present	go n-iompraí mé;  go n-iompraíod†	go n-iompraí tú;  go n-iompraír†	go n-iompraí sé, sí	go n-iompraímid;  go n-iompraí muid	go n-iompraí sibh	go n-iompraí siad;  go n-iompraíd†	—	go n-iompraítear
endure	subjunctive	past	dá n-iompraínn	dá n-iompraíteá	dá n-iompraíodh sé, sí	dá n-iompraímis;  dá n-iompraíodh muid	dá n-iompraíodh sibh	dá n-iompraídís;  dá n-iompraíodh siad	—	dá n-iompraítí
endure	imperative	imperative	iompraím	iompair	iompraíodh sé, sí	iompraímis	iompraígí;iompraídh†	iompraídís	—	iompraítear
endure	verbal noun	verbal noun	iompar	iompar	iompar	iompar	iompar	iompar	iompar	iompar
endure	past participle	past participle	iompartha	iompartha	iompartha	iompartha	iompartha	iompartha	iompartha	iompartha
fall			singular	singular	singular	plural	plural	plural	relative	autonomous
fall			first	second	third	first	second	third	relative	autonomous
fall	indicative	present	titim	titeann tú;  titir†	titeann sé, sí	titimid	titeann sibh	titeann siad;  titid†	a thiteann; a thiteas /a dtiteann*; a dtiteas*	titear
fall	indicative	past	thit mé; thiteas	thit tú; thitis	thit sé, sí	thiteamar; thit muid	thit sibh; thiteabhair	thit siad; thiteadar	a thit /ar thit*	titeadh
fall	indicative	past habitual	thitinn / dtitinn‡‡	thiteá / dtiteá‡‡	thiteadh sé, sí / dtiteadh sé, sí‡‡	thitimis; thiteadh muid / dtitimis‡‡; dtiteadh muid‡‡	thiteadh sibh / dtiteadh sibh‡‡	thitidís; thiteadh siad / dtitidís‡‡; dtiteadh siad‡‡	a thiteadh /a dtiteadh*	thití / dtití‡‡
fall	indicative	future	titfidh mé;  titfead	titfidh tú;  titfir†	titfidh sé, sí	titfimid;  titfidh muid	titfidh sibh	titfidh siad;  titfid†	a thitfidh; a thitfeas /a dtitfidh*; a dtitfeas*	titfear
fall	conditional	conditional	thitfinn / dtitfinn‡‡	thitfeá / dtitfeá‡‡	thitfeadh sé, sí / dtitfeadh sé, sí‡‡	thitfimis; thitfeadh muid / dtitfimis‡‡; dtitfeadh muid‡‡	thitfeadh sibh / dtitfeadh sibh‡‡	thitfidís; thitfeadh siad / dtitfidís‡‡; dtitfeadh siad‡‡	a thitfeadh /a dtitfeadh*	thitfí / dtitfí‡‡
fall	subjunctive	present	go dtite mé;  go dtitead†	go dtite tú;  go dtitir†	go dtite sé, sí	go dtitimid;  go dtite muid	go dtite sibh	go dtite siad;  go dtitid†	—	go dtitear
fall	subjunctive	past	dá dtitinn	dá dtiteá	dá dtiteadh sé, sí	dá dtitimis;  dá dtiteadh muid	dá dtiteadh sibh	dá dtitidís;  dá dtiteadh siad	—	dá dtití
fall	imperative	imperative	titim	tit	titeadh sé, sí	titimis	titigí;  titidh†	titidís	—	titear
fall	verbal noun	verbal noun	titim	titim	titim	titim	titim	titim	titim	titim
fall	past participle	past participle	tite	tite	tite	tite	tite	tite	tite	tite
fly			singular	singular	singular	plural	plural	plural	relative	autonomous
fly			first	second	third	first	second	third	relative	autonomous
fly	indicative	present	eitlím	eitlíonn tú;  eitlír†	eitlíonn sé, sí	eitlímid;  eitlíonn muid	eitlíonn sibh	eitlíonn siad;  eitlíd†	a eitlíonn; a eitlíos /a n-eitlíonn*; a n-eitlíos*	eitlítear
fly	indicative	past	d'eitil mé; d'eitlíos /eitil mé‡; eitlíos‡	d'eitil tú; d'eitlís /eitil tú‡; eitlís‡	d'eitil sé, sí /eitil sé, sí‡	d'eitlíomar; d'eitil muid /eitlíomar‡; eitil muid‡	d'eitil sibh; d'eitlíobhair /eitil sibh‡; eitlíobhair‡	d'eitil siad; d'eitlíodar /eitil siad‡; eitlíodar‡	a d'eitil /ar eitil*	eitlíodh;heitlíodh†
fly	indicative	past habitual	d'eitlínn /eitlínn‡; n-eitlínn‡‡	d'eitlíteá /eitlíteá‡; n-eitlíteá‡‡	d'eitlíodh sé, sí /eitlíodh sé, sí‡; n-eitlíodh sé, sí‡‡	d'eitlímis; d'eitlíodh muid /eitlímis‡; eitlíodh muid‡; n-eitlímis‡‡; n-eitlíodh muid‡‡	d'eitlíodh sibh /eitlíodh sibh‡; n-eitlíodh sibh‡‡	d'eitlídís; d'eitlíodh siad /eitlídís; eitlíodh siad‡; n-eitlídís‡‡; n-eitlíodh siad‡‡	a d'eitlíodh /a n-eitlíodh*	d'eitlítí /eitlítí‡; n-eitlítí‡‡
fly	indicative	future	eitleoidh mé;  eitleod;  eitleochaidh mé†	eitleoidh tú;  eitleoir†;  eitleochaidh tú†	eitleoidh sé, sí;  eitleochaidh sé, sí†	eitleoimid;  eitleoidh muid;  eitleochaimid†;  eitleochaidh muid†	eitleoidh sibh;  eitleochaidh sibh†	eitleoidh siad;  eitleoid†;  eitleochaidh siad†	a eitleoidh; a eitleos; a eitleochaidh†; a eitleochas† /a n-eitleoidh*; a n-eitleos*; a n-eitleochaidh*†; a n-eitleochas*†	eitleofar;  eitleochar†
