talk	talk	talk	talk	talks	talk	talk	talk	talk	talk	talked	talked	talking	#	declensions
walk	walk	walk	walk	walks	walk	walk	walk	walk	walk	walked	walked	walking	#	declensions
come	come	come	come	comes	come	come	come	come	come	came	came	coming	#	declensions
figure	figure	figure	figure	figures	figure	figure	figure	figure	figure	figured	figured	figuring	#	nonfinite conjugations
release	release	release	release	releases	release	release	release	release	release	released	released	releasing	#	ancient-greek
choose	choose 	choose	choose	chooses	choose	choose	choose	choose	choose	chose	chosen	choosing	#	french
lose	lose   	lose	lose	loses	lose	lose	lose	lose	lose	lost	lost	losing	#	french
receive	receive	receive	receive	receives	receive	receive	receive	receive	receive	received	received	receiving	#	french
act	act	act	act	acts	act	act	act	act	act	acted	acted	acting	#	german
may	may	am allowed	are allowed	is allowed	are allowed	are allowed	are allowed	are allowed	are allowed	was allowed	been allowed	being allowed	#	german
speak	speak  	speak	speak	speaks	speak	speak	speak	speak	speak	spoke	spoken	speaking	#	latin
advise	advise	advise	advise	advises	advise	advise	advise	advise	advise	advised	advised	advising	#	latin
direct	direct	direct	direct	directs	direct	direct	direct	direct	direct	directed	directed	directing	#	latin
capture	capture	capture	capture	captures	capture	capture	capture	capture	capture	captured	captured	capturing	#	latin
hear	hear	hear	hear	hears	hear	hear	hear	hear	hear	heard	heard	hearing	#	latin
steal	steal	steal	steal	steals	steal	steal	steal	steal	steal	stole	stolen	stealing	#	old-english
share	share	share	share	shares	share	share	share	share	share	shared	shared	sharing	#	old-english
tame	tame	tame	tame	tames	tame	tame	tame	tame	tame	tamed	tamed	taming	#	old-english
move	move	move	move	moves	move	move	move	move	move	moved	moved	moving	#	old-english
think	think	think	think	thinks	think	think	think	think	think	thought	thought	thinking	#	old-english
leave	leave	leave	leave	leaves	leave	leave	leave	leave	leave	left	left	leaving	#	proto-indo-european
stretch	stretch	stretch	stretch	stretches	stretch	stretch	stretch	stretch	stretch	stretched	stretched	stretching	#	proto-indo-european
sit	sit	sit	sit	sits	sit	sit	sit	sit	sit	sat	sat	sitting	#	proto-indo-european
protect	protect	protect	protect	protect	protect	protect	protect	protect	protect	protected	protected	protecting	#	proto-indo-european
renew	renew	renew	renew	renews	renew	renew	renew	renew	renew	renewed	renewed	renewing	#	proto-indo-european
arrive	arrive	arrive	arrive	arrives	arrive	arrive	arrive	arrive	arrive	arrived	arrived	arriving	#	proto-indo-european
point-out	point out	point out	point out	points out	point out	point out	point out	point out	point out	pointed out	pointed out	pointing out	#	proto-indo-european
set-down	set down	set down	set down	sets down	set down	set down	set down	set down	set down	seated	seated	setting down	#	proto-indo-european
be-red	be red	am red	are red	is red	are red	are red	are red	are red	are red	was red	been made red	being red	#	proto-indo-european
want-to-see	want to see	want to see	want to see	wants to see	want to see	want to see	want to see	want to see	want to see	wanted to see	wanted seen	wanting to see	#	proto-indo-european
write	write	write	write	writes	write	write	write	write	write	wrote	written	writing	#	russian
see	see	see 	see	sees	see	see	see	see	see	saw	seen	seeing	#	russian
draw	draw	draw	draw	draws	draw	draw	draw	draw	draw	drew	drawn	drawing	#	russian
drink	drink	drink	drink	drinks	drink	drink	drink	drink	drink	drank	drunken	drinking	#	russian
steal	steal	steal	steal	steals	steal	steal	steal	steal	steal	stole	stolen	stealing	#	russian
swim	swim	swim	swim	swims	swim	swim	swim	swim	swim	swam	swum	swimming	#	russian
sink	sink	sink	sink	sinks	sink	sink	sink	sink	sink	sunk	sunken	sinking	#	russian
forgive	forgive	forgive	forgive	forgives	forgive	forgive	forgive	forgive	forgive	forgave	forgiven	forgiving	#	russian
beat	beat	beat	beat	beats	beat	beat	beat	beat	beat	beated	beaten	beating	#	russian
call	call	call	call	calls	call	call	call	call	call	called	called	calling	#	common 
return	return	return	return	returns	return	return	return	return	return	returned	returned	returning	#	russian
spit	spit	spit	spit	spits	spit	spit	spit	spit	spit	spat	spat	spitting	#	russian
dance	dance	dance	dance	dance	dance	dance	dance	dance	dance	danced	danced	dancing	#	russian
bake	bake	bake	bake	bakes	bake	bake	bake	bake	bake	baked	baked	baking	#	russian
lead	lead	lead	lead	leads	lead	lead	lead	lead	lead	leaded	leaded	leading	#	russian
sweep	sweep	sweep	sweep	sweeps	sweep	sweep	sweep	sweep	sweep	swept	swept	sweeping	#	russian
row	row	row	row	rows	row	row	row	row	row	rowed	rowed	rowing	#	russian
convey	convey	convey	convey	conveys	convey	convey	convey	convey	convey	conveyed	conveyed	conveying	#	russian
climb	climb	climb	climb	climbs	climb	climb	climb	climb	climb	climbed	climbed	climbing	#	russian
wash	wash	wash	wash	washes	wash	wash	wash	wash	wash	washed	washed	washing	#	russian
wind	wind	wind	wind	winds	wind	wind	wind	wind	wind	winded	winded	winding	#	russian
pour	pour	pour	pour	pours	pour	pour	pour	pour	pour	poured	poured	pouring	#	russian
catch	catch	catch	catch	catches	catch	catch	catch	catch	catch	caught	caught	catching	#	russian
feed	feed	feed	feed	feeds	feed	feed	feed	feed	feed	fed	fed	feeding	#	russian
pay	pay	pay	pay	pays	pay	pay	pay	pay	pay	paid	paid	paying	#	russian
pass-for	pass for	pass for	pass for	passes for	pass for	pass for	pass for	pass for	pass for	passed for	passed for	passing for	#	russian
have[in-possession]	have [in possession]	have [in my posession]	have [in my posession]	has [in my posession]	have [in my posession]	have [in my posession]	have [in my posession]	have [in my posession]	have [in my posession]	had [in my posession]	had [in my posession]	having [in my posession]	#	spanish
know	know	know	know	knows	know	know	know	know	know	knew	known	knowing	#	spanish
fear	fear	fear	fear	fears	fear	fear	fear	fear	fear	feared	feared	fearing	#	spanish
part	part	part	part	parts	part	part	part	part	part	parted	parted	parting	#	spanish
drive	drive	drive	drive	drives	drive	drive	drive	drive	drive	drive	driven	driving	#	spanish, german
close	close	close	close	closes	close	close	close	close	close	closed	closed	closing	#	swedish
strike	strike	strike	strike	strikes	strike	strike	strike	strike	strike	struck	struck	striking	#	swedish
