Matthew S. Dryer. 2013. Position of Pronominal Possessive Affixes.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/57, Accessed on 2025-03-22.)

wals code	name	value	description	latitude	longitude	genus	family	area
swe	Swedish	4	No possessive affixes	60.0	15.0	Germanic	Indo-European	Nominal Categories
tba	Tabare	2	Possessive suffixes	-6.08333333333	145.0	Chimbu-Wahgi	Trans-New Guinea	Nominal Categories
tac	Tacana	4	No possessive affixes	-13.5	-68.0	Tacanan	Pano-Tacanan	Nominal Categories
trr	Tairora	1	Possessive prefixes	-6.5	146.0	Tairora	Trans-New Guinea	Nominal Categories
taj	Tajik	4	No possessive affixes	38.6666666667	70.0	Iranian	Indo-European	Nominal Categories
tkl	Takelma	2	Possessive suffixes	42.5	-123.0	Takelma	Takelma	Nominal Categories
tak	Takia	2	Possessive suffixes	-4.66666666667	146.0	Oceanic	Austronesian	Nominal Categories
tma	Tama	4	No possessive affixes	14.5	22.0	Taman	Eastern Sudanic	Nominal Categories
tmg	Tamagario	4	No possessive affixes	-6.41666666667	139.25	Kayagar	Kayagar	Nominal Categories
tsk	Tamashek	2	Possessive suffixes	20.0	-2.0	Berber	Afro-Asiatic	Nominal Categories
tnc	Tanacross	1	Possessive prefixes	63.5	-143.5	Athapaskan	Na-Dene	Nominal Categories
tan	Tangale	2	Possessive suffixes	9.75	11.3333333333	West Chadic	Afro-Asiatic	Nominal Categories
tpt	Tapieté	1	Possessive prefixes	-19.75	-61.6666666667	Maweti-Guarani	Tupian	Nominal Categories
twe	Tarahumara (Western)	4	No possessive affixes	27.5	-108.0	Tarahumaran	Uto-Aztecan	Nominal Categories
tar	Tariana	1	Possessive prefixes	1.0	-69.1666666667	Japura-Colombia	Arawakan	Nominal Categories
tas	Tashlhiyt	2	Possessive suffixes	31.0	-5.0	Berber	Afro-Asiatic	Nominal Categories
tvo	Tatar	2	Possessive suffixes	56.0	49.5	Turkic	Altaic	Nominal Categories
tau	Tauya	1	Possessive prefixes	-5.75	145.333333333	Rai Coast	Trans-New Guinea	Nominal Categories
tbo	Tboli	2	Possessive suffixes	6.16666666667	124.5	Bilic	Austronesian	Nominal Categories
tne	Temne	4	No possessive affixes	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	Nominal Categories
ten	Tennet	4	No possessive affixes	4.41666666667	32.5	South Surmic	Eastern Sudanic	Nominal Categories
teo	Teop	2	Possessive suffixes	-5.66666666667	155.0	Oceanic	Austronesian	Nominal Categories
tee	Tepehua (Huehuetla)	1	Possessive prefixes	20.5	-98.0	Totonacan	Totonacan	Nominal Categories
tep	Tepehua (Tlachichilco)	1	Possessive prefixes	20.5833333333	-98.25	Totonacan	Totonacan	Nominal Categories
tpn	Tepehuan (Northern)	1	Possessive prefixes	26.3333333333	-107.0	Tepiman	Uto-Aztecan	Nominal Categories
tps	Tepehuan (Southeastern)	1	Possessive prefixes	23.0	-104.5	Tepiman	Uto-Aztecan	Nominal Categories
ter	Tera	2	Possessive suffixes	11.0	11.8333333333	Biu-Mandara	Afro-Asiatic	Nominal Categories
trb	Teribe	4	No possessive affixes	9.33333333333	-82.6666666667	Western Isthmic Chibchan	Chibchan	Nominal Categories
tes	Teso	3	Prefixes and suffixes	1.83333333333	33.8333333333	Eastern Nilotic	Eastern Sudanic	Nominal Categories
tet	Tetela	4	No possessive affixes	-4.0	24.0	Bantu	Niger-Congo	Nominal Categories
ttn	Tetun	4	No possessive affixes	-9.0	126.0	Central Malayo-Polynesian	Austronesian	Nominal Categories
ttd	Tetun Dili	4	No possessive affixes	-8.58333333333	125.583333333	Central Malayo-Polynesian	Austronesian	Nominal Categories
tha	Thai	4	No possessive affixes	16.0	101.0	Kam-Tai	Tai-Kadai	Nominal Categories
tic	Ticuna	1	Possessive prefixes	-4.0	-70.5	Ticuna	Ticuna	Nominal Categories
tid	Tidore	1	Possessive prefixes	0.75	127.5	North Halmaheran	North Halmaheran	Nominal Categories
tgk	Tigak	2	Possessive suffixes	-2.71666666667	150.8	Oceanic	Austronesian	Nominal Categories
tig	Tigrinya	2	Possessive suffixes	14.5	38.5	Semitic	Afro-Asiatic	Nominal Categories
tgr	Tigré	2	Possessive suffixes	16.5	38.5	Semitic	Afro-Asiatic	Nominal Categories
tja	Tiipay (Jamul)	1	Possessive prefixes	32.1666666667	-116.5	Yuman	Hokan	Nominal Categories
tia	Tima	2	Possessive suffixes	11.6666666667	29.25	Katla-Tima	Kordofanian	Nominal Categories
tmc	Timucua	2	Possessive suffixes	30.25	-82.5	Timucua	Timucua	Nominal Categories
tin	Tinrin	2	Possessive suffixes	-21.6666666667	165.75	Oceanic	Austronesian	Nominal Categories
tir	Tiriyo	1	Possessive prefixes	3.25	-55.75	Cariban	Cariban	Nominal Categories
trm	Tirmaga	2	Possessive suffixes	5.75	35.25	South Surmic	Eastern Sudanic	Nominal Categories
twn	Tiwa (Northern)	1	Possessive prefixes	36.5	-105.5	Kiowa-Tanoan	Kiowa-Tanoan	Nominal Categories
tiw	Tiwi	4	No possessive affixes	-11.5	131.0	Tiwian	Tiwian	Nominal Categories
tlp	Tlapanec	2	Possessive suffixes	17.0833333333	-99.0	Subtiaba-Tlapanec	Oto-Manguean	Nominal Categories
tli	Tlingit	1	Possessive prefixes	59.0	-135.0	Tlingit	Na-Dene	Nominal Categories
tob	Toba	1	Possessive prefixes	-26.5	-59.0	Qom	Guaicuruan	Nominal Categories
tlo	Tobelo	1	Possessive prefixes	1.5	128.5	North Halmaheran	North Halmaheran	Nominal Categories
tla	Tolai	2	Possessive suffixes	-4.25	152.083333333	Oceanic	Austronesian	Nominal Categories
tno	Tondano	2	Possessive suffixes	1.25	125.0	Minahasan	Austronesian	Nominal Categories
toz	Tonga (in Zambia)	2	Possessive suffixes	-17.0	27.0	Bantu	Niger-Congo	Nominal Categories
tng	Tongan	4	No possessive affixes	-21.1666666667	-175.166666667	Oceanic	Austronesian	Nominal Categories
ton	Tonkawa	1	Possessive prefixes	30.25	-96.75	Tonkawa	Tonkawa	Nominal Categories
tot	Totonac (Misantla)	1	Possessive prefixes	19.9166666667	-96.9166666667	Totonacan	Totonacan	Nominal Categories
txj	Totonac (Xicotepec de Juárez)	1	Possessive prefixes	20.4166666667	-97.8333333333	Totonacan	Totonacan	Nominal Categories
tri	Trique (Copala)	4	No possessive affixes	17.1666666667	-97.9166666667	Trique	Oto-Manguean	Nominal Categories
tru	Trumai	3	Prefixes and suffixes	-11.9166666667	-53.5833333333	Trumai	Trumai	Nominal Categories
tsz	Tsez	4	No possessive affixes	42.25	45.75	Avar-Andic-Tsezic	Nakh-Daghestanian	Nominal Categories
tgl	Tshangla	4	No possessive affixes	27.8333333333	92.1666666667	Bodic	Sino-Tibetan	Nominal Categories
tsi	Tsimshian (Coast)	2	Possessive suffixes	52.5	-129.0	Tsimshianic	Tsimshianic	Nominal Categories
tai	Tuareg (Air)	2	Possessive suffixes	19.0	9.0	Berber	Afro-Asiatic	Nominal Categories
tbu	Tubu	2	Possessive suffixes	16.0	15.0	Western Saharan	Saharan	Nominal Categories
tgn	Tugun	1	Possessive prefixes	-7.71666666667	126.75	Central Malayo-Polynesian	Austronesian	Nominal Categories
tuk	Tukang Besi	4	No possessive affixes	-5.5	123.5	Celebic	Austronesian	Nominal Categories
tum	Tumleo	2	Possessive suffixes	-3.08333333333	142.416666667	Oceanic	Austronesian	Nominal Categories
tnn	Tunen	4	No possessive affixes	4.75	10.6666666667	Bantu	Niger-Congo	Nominal Categories
tun	Tunica	1	Possessive prefixes	32.6666666667	-91.0	Tunica	Tunica	Nominal Categories
tur	Turkish	2	Possessive suffixes	39.0	35.0	Turkic	Altaic	Nominal Categories
tus	Tuscarora	1	Possessive prefixes	36.0	-77.5	Northern Iroquoian	Iroquoian	Nominal Categories
tte	Tutelo	1	Possessive prefixes	37.6666666667	-78.75	Ohio Valley Siouan	Siouan	Nominal Categories
tuv	Tuvan	2	Possessive suffixes	52.0	95.0	Turkic	Altaic	Nominal Categories
tzo	Tzotzil	1	Possessive prefixes	16.5	-92.6666666667	Mayan	Mayan	Nominal Categories
tzu	Tzutujil	1	Possessive prefixes	14.6666666667	-91.3333333333	Mayan	Mayan	Nominal Categories
tsh	Tümpisa Shoshone	4	No possessive affixes	37.0	-117.0	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
uby	Ubykh	1	Possessive prefixes	43.6666666667	39.6666666667	Northwest Caucasian	Northwest Caucasian	Nominal Categories
udi	Udi	4	No possessive affixes	41.0	48.0	Lezgic	Nakh-Daghestanian	Nominal Categories
udm	Udmurt	2	Possessive suffixes	57.5	52.5	Permic	Uralic	Nominal Categories
ukr	Ukrainian	4	No possessive affixes	49.0	33.0	Slavic	Indo-European	Nominal Categories
uli	Ulithian	2	Possessive suffixes	9.91666666667	139.583333333	Oceanic	Austronesian	Nominal Categories
una	Una	1	Possessive prefixes	-4.66666666667	140.0	Mek	Trans-New Guinea	Nominal Categories
ung	Ungarinjin	3	Prefixes and suffixes	-16.3333333333	126.0	Worrorran	Worrorran	Nominal Categories
uhi	Uradhi	4	No possessive affixes	-11.9166666667	142.416666667	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
url	Urak Lawoi'	4	No possessive affixes	8.0	98.3333333333	Malayo-Sumbawan	Austronesian	Nominal Categories
urt	Urat	4	No possessive affixes	-3.66666666667	142.833333333	Urat	Torricelli	Nominal Categories
urk	Urubú-Kaapor	1	Possessive prefixes	-2.33333333333	-46.5	Maweti-Guarani	Tupian	Nominal Categories
usr	Usarufa	3	Prefixes and suffixes	-6.41666666667	145.583333333	Gauwa	Trans-New Guinea	Nominal Categories
ute	Ute	2	Possessive suffixes	39.0	-109.0	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
uyg	Uyghur	2	Possessive suffixes	40.0	80.0	Turkic	Altaic	Nominal Categories
uzb	Uzbek	2	Possessive suffixes	39.0	66.0	Turkic	Altaic	Nominal Categories
vai	Vai	4	No possessive affixes	6.91666666667	-11.25	Western Mande	Mande	Nominal Categories
vie	Vietnamese	4	No possessive affixes	10.5	106.5	Vietic	Austro-Asiatic	Nominal Categories
vnm	Vinmavis	2	Possessive suffixes	-16.1666666667	167.416666667	Oceanic	Austronesian	Nominal Categories
wah	Wahgi	2	Possessive suffixes	-5.83333333333	144.716666667	Chimbu-Wahgi	Trans-New Guinea	Nominal Categories
wak	Wakhi	4	No possessive affixes	36.5	72.0	Iranian	Indo-European	Nominal Categories
wal	Walman	4	No possessive affixes	-3.21666666667	142.5	West Palei	Torricelli	Nominal Categories
wbn	Wambon	1	Possessive prefixes	-5.5	140.416666667	Dumut	Trans-New Guinea	Nominal Categories
wao	Waorani	4	No possessive affixes	-1.0	-76.5	Waorani	Waorani	Nominal Categories
wap	Wappo	1	Possessive prefixes	38.5	-122.5	Wappo	Wappo-Yukian	Nominal Categories
wra	Warao	1	Possessive prefixes	9.33333333333	-61.6666666667	Warao	Warao	Nominal Categories
wrk	Warekena	1	Possessive prefixes	1.5	-67.5	Alto-Orinoco	Arawakan	Nominal Categories
war	Wari'	2	Possessive suffixes	-11.3333333333	-65.0	Chapacura-Wanham	Chapacura-Wanham	Nominal Categories
wrn	Warndarang	1	Possessive prefixes	-14.4166666667	135.583333333	Mara	Mangarrayi-Maran	Nominal Categories
wrb	Warrnambool	2	Possessive suffixes	-38.25	142.5	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
wrw	Warrwa	1	Possessive prefixes	-17.5	123.5	Nyulnyulan	Nyulnyulan	Nominal Categories
was	Washo	1	Possessive prefixes	39.25	-120.0	Washo	Washo	Nominal Categories
wsk	Waskia	1	Possessive prefixes	-4.5	146.0	Kowan	Trans-New Guinea	Nominal Categories
wth	Wathawurrung	2	Possessive suffixes	-38.0	144.0	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
wat	Watjarri	2	Possessive suffixes	-26.0	117.5	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
way	Wayampi	1	Possessive prefixes	1.0	-52.0	Maweti-Guarani	Tupian	Nominal Categories
wed	Wedau	2	Possessive suffixes	-10.1666666667	150.166666667	Oceanic	Austronesian	Nominal Categories
wem	Wembawemba	2	Possessive suffixes	-35.3333333333	144.0	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
wma	West Makian	1	Possessive prefixes	0.5	127.583333333	North Halmaheran	North Halmaheran	Nominal Categories
wic	Wichita	1	Possessive prefixes	33.3333333333	-97.3333333333	Northern Caddoan	Caddoan	Nominal Categories
wch	Wichí	1	Possessive prefixes	-22.5	-62.5833333333	Matacoan	Matacoan	Nominal Categories
wik	Wikchamni	4	No possessive affixes	36.4166666667	-119.083333333	Yokuts	Penutian	Nominal Categories
win	Wintu	4	No possessive affixes	41.0	-122.5	Wintuan	Penutian	Nominal Categories
wir	Wirangu	4	No possessive affixes	-32.0	134.0	Central Pama-Nyungan	Pama-Nyungan	Nominal Categories
wiy	Wiyot	1	Possessive prefixes	40.8333333333	-124.166666667	Wiyot	Algic	Nominal Categories
wly	Wolaytta	4	No possessive affixes	6.83333333333	37.75	Ta-Ne-Omotic	Afro-Asiatic	Nominal Categories
wol	Woleaian	2	Possessive suffixes	7.33333333333	143.833333333	Oceanic	Austronesian	Nominal Categories
wlo	Wolio	2	Possessive suffixes	-5.5	122.75	Celebic	Austronesian	Nominal Categories
wlf	Wolof	2	Possessive suffixes	15.25	-16.0	Wolof	Niger-Congo	Nominal Categories
wom	Womo	4	No possessive affixes	-2.91666666667	141.833333333	Serra Hills	Skou	Nominal Categories
wor	Worora	1	Possessive prefixes	-15.6666666667	124.666666667	Worrorran	Worrorran	Nominal Categories
wya	Wyandot	1	Possessive prefixes	44.3333333333	-77.5	Northern Iroquoian	Iroquoian	Nominal Categories
xav	Xavánte	1	Possessive prefixes	-15.0	-52.5	Je Central	Macro-Ge	Nominal Categories
xer	Xerénte	1	Possessive prefixes	-10.0	-48.1666666667	Je Central	Macro-Ge	Nominal Categories
xho	Xhosa	4	No possessive affixes	-32.0	27.0	Bantu	Niger-Congo	Nominal Categories
xar	Xârâcùù	2	Possessive suffixes	-21.6666666667	166.0	Oceanic	Austronesian	Nominal Categories
ygr	Yagaria	3	Prefixes and suffixes	-6.33333333333	145.416666667	Siane-Yagaria	Trans-New Guinea	Nominal Categories
yag	Yagua	1	Possessive prefixes	-3.5	-72.0	Peba-Yaguan	Peba-Yaguan	Nominal Categories
yah	Yahgan	4	No possessive affixes	-55.0	-68.0	Yámana	Yámana	Nominal Categories
ykt	Yakut	2	Possessive suffixes	62.0	130.0	Turkic	Altaic	Nominal Categories
yap	Yapese	2	Possessive suffixes	9.58333333333	138.166666667	Yapese	Austronesian	Nominal Categories
yqy	Yaqay	1	Possessive prefixes	-6.58333333333	139.25	Marind-Yaqay	Trans-New Guinea	Nominal Categories
yaq	Yaqui	4	No possessive affixes	27.5	-110.25	Cahita	Uto-Aztecan	Nominal Categories
yar	Yareba	4	No possessive affixes	-9.5	148.5	Yareban	Trans-New Guinea	Nominal Categories
ywl	Yawelmani	4	No possessive affixes	35.4166666667	-119.0	Yokuts	Penutian	Nominal Categories
yel	Yelî Dnye	1	Possessive prefixes	-11.3666666667	154.166666667	Yele	Yele	Nominal Categories
yid	Yidiny	4	No possessive affixes	-17.0	145.75	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
yng	Yingkarta	2	Possessive suffixes	-25.1666666667	114.833333333	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
yok	Yokuts (Yaudanchi)	4	No possessive affixes	36.0833333333	-119.083333333	Yokuts	Penutian	Nominal Categories
yor	Yoruba	4	No possessive affixes	8.0	4.33333333333	Defoid	Niger-Congo	Nominal Categories
yuc	Yuchi	1	Possessive prefixes	35.75	-86.75	Yuchi	Yuchi	Nominal Categories
yko	Yukaghir (Kolyma)	2	Possessive suffixes	65.75	150.833333333	Yukaghir	Yukaghir	Nominal Categories
yuk	Yukulta	4	No possessive affixes	-17.3333333333	138.833333333	Tangkic	Tangkic	Nominal Categories
yul	Yulu	2	Possessive suffixes	8.5	25.25	Bongo-Bagirmi	Central Sudanic	Nominal Categories
ypk	Yup'ik (Central)	2	Possessive suffixes	59.5	-160.0	Eskimo	Eskimo-Aleut	Nominal Categories
yur	Yurok	1	Possessive prefixes	41.3333333333	-124.0	Yurok	Algic	Nominal Categories
yuw	Yuwaalaraay	4	No possessive affixes	-29.5	148.0	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
zan	Zande	2	Possessive suffixes	4.0	26.0	Ubangi	Niger-Congo	Nominal Categories
zpr	Zaparo	1	Possessive prefixes	-2.0	-76.3333333333	Zaparoan	Zaparoan	Nominal Categories
zai	Zapotec (Isthmus)	2	Possessive suffixes	16.416667	-95.0	Zapotecan	Oto-Manguean	Nominal Categories
zap	Zapotec (Mitla)	2	Possessive suffixes	16.8	-96.25	Zapotecan	Oto-Manguean	Nominal Categories
zzo	Zapotec (Zoogocho)	2	Possessive suffixes	17.25	-96.25	Zapotecan	Oto-Manguean	Nominal Categories
zen	Zenaga	2	Possessive suffixes	17.3333333333	-16.0	Berber	Afro-Asiatic	Nominal Categories
zhn	Zhuang (Northern)	4	No possessive affixes	24.0	108.0	Kam-Tai	Tai-Kadai	Nominal Categories
zqc	Zoque (Copainalá)	1	Possessive prefixes	17.0	-93.25	Mixe-Zoque	Mixe-Zoque	Nominal Categories
zqo	Zoque (Ostuacan)	1	Possessive prefixes	17.4166666667	-93.3	Mixe-Zoque	Mixe-Zoque	Nominal Categories
zun	Zuni	4	No possessive affixes	35.0833333333	-108.833333333	Zuni	Zuni	Nominal Categories
rgc	rGyalrong (Caodeng)	1	Possessive prefixes	31.6666666667	101.75	Na-Qiangic	Sino-Tibetan	Nominal Categories
eme	Émérillon	1	Possessive prefixes	3.16666666667	-52.4166666667	Maweti-Guarani	Tupian	Nominal Categories
omi	Ömie	4	No possessive affixes	-9.05	148.083333333	Koiarian	Trans-New Guinea	Nominal Categories
