animal	Second declension of τὸ ζῷον; τοῦ ζῴου (Attic)	case / #		singular		dual		plural																					
boat	Irregular declension of ἡ ναῦς; τῆς νεώς (Attic)	genitive		τῆς νεώς	tês neṓs	τοῖν νεοῖν	toîn neoîn	τῶν νεῶν	tôn neôn																				
boat	Irregular declension of ἡ ναῦς; τῆς νεώς (Attic)	dative		τῇ νηΐ	têi nēḯ	τοῖν νεοῖν	toîn neoîn	ταῖς ναυσί / ναυσίν	taîs nausí(n)																				
boat	Irregular declension of ἡ ναῦς; τῆς νεώς (Attic)	accusative		τὴν ναῦν	tḕn naûn	τὼ νῆε	tṑ nêe	τᾱ̀ς ναῦς	tā̀s naûs																				
boat	Irregular declension of ἡ ναῦς; τῆς νεώς (Attic)	vocative		ναῦ	naû	νῆε	nêe	νῆες	nêes																				
boat	Irregular declension of ἡ ναῦς; τῆς νεώς (Attic)	notes:		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	
boat	Irregular declension of ᾱ̔ ναῦς; τᾶς νᾱός (Doric)	case / #		singular		plural																							
boat	Irregular declension of ᾱ̔ ναῦς; τᾶς νᾱός (Doric)	nominative		ᾱ̔ ναῦς	hā naûs	ταὶ νᾶες	taì nâes																						
boat	Irregular declension of ᾱ̔ ναῦς; τᾶς νᾱός (Doric)	genitive		τᾶς νᾱός	tâs nāós	τᾶν νᾱῶν	tân nāôn																						
boat	Irregular declension of ᾱ̔ ναῦς; τᾶς νᾱός (Doric)	dative		τᾷ νᾱΐ	tâi nāḯ	ταῖς ναυσί / ναυσίν / νᾱ́εσσι / νᾱ́εσσιν	taîs nausí(n) / nā́essi(n)																						
boat	Irregular declension of ᾱ̔ ναῦς; τᾶς νᾱός (Doric)	accusative		τᾱ̀ν ναῦν	tā̀n naûn	τᾱ̀ς νᾶᾰς	tā̀s nâas																						
boat	Irregular declension of ᾱ̔ ναῦς; τᾶς νᾱός (Doric)	vocative		ναῦς	naûs	νᾶες	nâes																						
boat	Irregular declension of ᾱ̔ ναῦς; τᾶς νᾱός (Doric)	notes:		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.		Dialects other than Attic are not well attested. Some forms may be based on conjecture. Use with caution.	
book	Second declension of τὸ βῐβλῐ́ον; τοῦ βῐβλῐ́ου (Attic)	case / #		singular		dual		plural																					
book	Second declension of τὸ βῐβλῐ́ον; τοῦ βῐβλῐ́ου (Attic)	nominative		τὸ βῐβλῐ́ον	tò biblíon	τὼ βῐβλῐ́ω	tṑ biblíō	τᾰ̀ βῐβλῐ́ᾰ	tà biblía																				
book	Second declension of τὸ βῐβλῐ́ον; τοῦ βῐβλῐ́ου (Attic)	genitive		τοῦ βῐβλῐ́ου	toû biblíou	τοῖν βῐβλῐ́οιν	toîn biblíoin	τῶν βῐβλῐ́ων	tôn biblíōn																				
book	Second declension of τὸ βῐβλῐ́ον; τοῦ βῐβλῐ́ου (Attic)	dative		τῷ βῐβλῐ́ῳ	tôi biblíōi	τοῖν βῐβλῐ́οιν	toîn biblíoin	τοῖς βῐβλῐ́οις	toîs biblíois																				
book	Second declension of τὸ βῐβλῐ́ον; τοῦ βῐβλῐ́ου (Attic)	accusative		τὸ βῐβλῐ́ον	tò biblíon	τὼ βῐβλῐ́ω	tṑ biblíō	τᾰ̀ βῐβλῐ́ᾰ	tà biblía																				
book	Second declension of τὸ βῐβλῐ́ον; τοῦ βῐβλῐ́ου (Attic)	vocative		βῐβλῐ́ον	biblíon	βῐβλῐ́ω	biblíō	βῐβλῐ́ᾰ	biblía																				
book	Second declension of τὸ βῐβλῐ́ον; τοῦ βῐβλῐ́ου (Attic)	notes:		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	
brother	Second declension of ὁ ᾰ̓δελφός; τοῦ ᾰ̓δελφοῦ (Attic)	case / #		singular		dual		plural																					
brother	Second declension of ὁ ᾰ̓δελφός; τοῦ ᾰ̓δελφοῦ (Attic)	nominative		ὁ ᾰ̓δελφός	ho adelphós	τὼ ᾰ̓δελφώ	tṑ adelphṓ	οἱ ᾰ̓δελφοί	hoi adelphoí																				
brother	Second declension of ὁ ᾰ̓δελφός; τοῦ ᾰ̓δελφοῦ (Attic)	genitive		τοῦ ᾰ̓δελφοῦ	toû adelphoû	τοῖν ᾰ̓δελφοῖν	toîn adelphoîn	τῶν ᾰ̓δελφῶν	tôn adelphôn																				
brother	Second declension of ὁ ᾰ̓δελφός; τοῦ ᾰ̓δελφοῦ (Attic)	dative		τῷ ᾰ̓δελφῷ	tôi adelphôi	τοῖν ᾰ̓δελφοῖν	toîn adelphoîn	τοῖς ᾰ̓δελφοῖς	toîs adelphoîs																				
brother	Second declension of ὁ ᾰ̓δελφός; τοῦ ᾰ̓δελφοῦ (Attic)	accusative		τὸν ᾰ̓δελφόν	tòn adelphón	τὼ ᾰ̓δελφώ	tṑ adelphṓ	τοὺς ᾰ̓δελφούς	toùs adelphoús																				
brother	Second declension of ὁ ᾰ̓δελφός; τοῦ ᾰ̓δελφοῦ (Attic)	vocative		ᾰ̓δελφέ / ᾰ̓́δελφε	adelphé / ádelphe	ᾰ̓δελφώ	adelphṓ	ᾰ̓δελφοί	adelphoí																				
brother	Second declension of ὁ ᾰ̓δελφός; τοῦ ᾰ̓δελφοῦ (Attic)	notes:		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	number				singular		singular		singular				dual		dual		dual				plural		plural		plural					
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	case/gender				masculine		feminine		neuter				masculine		feminine		neuter				masculine		feminine		neuter					
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	nominative				ᾰ̓δελφός	adelphós	ᾰ̓δελφή	adelphḗ	ᾰ̓δελφόν	adelphón			ᾰ̓δελφώ	adelphṓ	ᾰ̓δελφᾱ́	adelphā́	ᾰ̓δελφώ	adelphṓ			ᾰ̓δελφοί	adelphoí	ᾰ̓δελφαί	adelphaí	ᾰ̓δελφᾰ́	adelphá				
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	genitive				ᾰ̓δελφοῦ	adelphoû	ᾰ̓δελφῆς	adelphês	ᾰ̓δελφοῦ	adelphoû			ᾰ̓δελφοῖν	adelphoîn	ᾰ̓δελφαῖν	adelphaîn	ᾰ̓δελφοῖν	adelphoîn			ᾰ̓δελφῶν	adelphôn	ᾰ̓δελφῶν	adelphôn	ᾰ̓δελφῶν	adelphôn				
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	dative				ᾰ̓δελφῷ	adelphôi	ᾰ̓δελφῇ	adelphêi	ᾰ̓δελφῷ	adelphôi			ᾰ̓δελφοῖν	adelphoîn	ᾰ̓δελφαῖν	adelphaîn	ᾰ̓δελφοῖν	adelphoîn			ᾰ̓δελφοῖς	adelphoîs	ᾰ̓δελφαῖς	adelphaîs	ᾰ̓δελφοῖς	adelphoîs				
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	accusative				ᾰ̓δελφόν	adelphón	ᾰ̓δελφήν	adelphḗn	ᾰ̓δελφόν	adelphón			ᾰ̓δελφώ	adelphṓ	ᾰ̓δελφᾱ́	adelphā́	ᾰ̓δελφώ	adelphṓ			ᾰ̓δελφούς	adelphoús	ᾰ̓δελφᾱ́ς	adelphā́s	ᾰ̓δελφᾰ́	adelphá				
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	vocative				ᾰ̓δελφέ	adelphé	ᾰ̓δελφή	adelphḗ	ᾰ̓δελφόν	adelphón			ᾰ̓δελφώ	adelphṓ	ᾰ̓δελφᾱ́	adelphā́	ᾰ̓δελφώ	adelphṓ			ᾰ̓δελφοί	adelphoí	ᾰ̓δελφαί	adelphaí	ᾰ̓δελφᾰ́	adelphá				
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	derived forms				adverb		adverb		adverb				comparative		comparative		comparative				superlative		superlative		superlative					
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	derived forms				ᾰ̓δελφῶς	adelphôs	ᾰ̓δελφῶς	adelphôs	ᾰ̓δελφῶς	adelphôs			ᾰ̓δελφότερος	adelphóteros	ᾰ̓δελφότερος	adelphóteros	ᾰ̓δελφότερος	adelphóteros			ᾰ̓δελφότᾰτος	adelphótatos	ᾰ̓δελφότᾰτος	adelphótatos	ᾰ̓δελφότᾰτος	adelphótatos				
brother	First and second declension of ᾰ̓δελφός; ᾰ̓δελφή; ᾰ̓δελφόν (Attic)	notes:				This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	
bug	Second declension of τὸ ἔντομον; τοῦ ἐντόμου (Attic)	case / #		singular		dual		plural																					
bug	Second declension of τὸ ἔντομον; τοῦ ἐντόμου (Attic)	nominative		τὸ ἔντομον	tò éntomon	τὼ ἐντόμω	tṑ entómō	τᾰ̀ ἔντομᾰ	tà éntoma																				
bug	Second declension of τὸ ἔντομον; τοῦ ἐντόμου (Attic)	genitive		τοῦ ἐντόμου	toû entómou	τοῖν ἐντόμοιν	toîn entómoin	τῶν ἐντόμων	tôn entómōn																				
bug	Second declension of τὸ ἔντομον; τοῦ ἐντόμου (Attic)	dative		τῷ ἐντόμῳ	tôi entómōi	τοῖν ἐντόμοιν	toîn entómoin	τοῖς ἐντόμοις	toîs entómois																				
bug	Second declension of τὸ ἔντομον; τοῦ ἐντόμου (Attic)	accusative		τὸ ἔντομον	tò éntomon	τὼ ἐντόμω	tṑ entómō	τᾰ̀ ἔντομᾰ	tà éntoma																				
bug	Second declension of τὸ ἔντομον; τοῦ ἐντόμου (Attic)	vocative		ἔντομον	éntomon	ἐντόμω	entómō	ἔντομᾰ	éntoma																				
bug	Second declension of τὸ ἔντομον; τοῦ ἐντόμου (Attic)	notes:		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.		This table gives Attic inflectional endings. For declension in other dialects, see Appendix:Ancient Greek dialectal declension.	
dog	Third declension of ὁ, ἡ κῠ́ων; τοῦ, τῆς κῠνός (Attic)	case / #		singular		dual		plural																					
dog	Third declension of ὁ, ἡ κῠ́ων; τοῦ, τῆς κῠνός (Attic)	nominative		ὁ, ἡ κῠ́ων	ho, hē kúōn	τὼ κῠ́νε	tṑ kúne	οἱ, αἱ κῠ́νες	hoi, hai kúnes																				
dog	Third declension of ὁ, ἡ κῠ́ων; τοῦ, τῆς κῠνός (Attic)	genitive		τοῦ, τῆς κῠνός	toû, tês kunós	τοῖν κῠνοῖν	toîn kunoîn	τῶν κῠνῶν	tôn kunôn																				
dog	Third declension of ὁ, ἡ κῠ́ων; τοῦ, τῆς κῠνός (Attic)	dative		τῷ, τῇ κῠνῐ́	tôi, têi kuní	τοῖν κῠνοῖν	toîn kunoîn	τοῖς, ταῖς κῠσῐ́ / κῠσῐ́ν / κῠ́νεσσῐ	toîs, taîs kusí / kusín / kúnessi																				
dog	Third declension of ὁ, ἡ κῠ́ων; τοῦ, τῆς κῠνός (Attic)	accusative		τὸν, τὴν κῠ́νᾰ	tòn, tḕn kúna	τὼ κῠ́νε	tṑ kúne	τοὺς, τᾱ̀ς κῠ́νᾰς	toùs, tā̀s kúnas																				
dog	Third declension of ὁ, ἡ κῠ́ων; τοῦ, τῆς κῠνός (Attic)	vocative		κῠ́ον / κῠ́ων	kúon / kúōn	κῠ́νε	kúne	κῠ́νες	kúnes																				
