appear	   Aorist: ἐεισᾰ́μην (Epic)	notes:	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.
be-inherently	   Present: εἰμῐ́ 	number	number	singular	singular	singular	dual	dual	plural	plural	plural				
be-inherently	   Present: εἰμῐ́ 			first	second	third	second	third	first	second	third				
be-inherently	   Present: εἰμῐ́ 	active	indicative	εἰμῐ́	εἶ	ἐστί/ἐστίν	ἐστόν	ἐστόν	ἐσμέν	ἐστέ	εἰσί/εἰσίν				
be-inherently	   Present: εἰμῐ́ 	active	subjunctive	ὦ	ᾖς	ᾖ	ἦτον	ἦτον	ὦμεν	ἦτε	ὦσι/ὦσιν				
be-inherently	   Present: εἰμῐ́ 	active	optative	εἴην	εἴης	εἴη	εἴητον/εἶτον	εἰήτην/εἴτην	εἴημεν/εἶμεν	εἴητε/εἶτε	εἴησαν/εἶεν				
be-inherently	   Present: εἰμῐ́ 	active	imperative	 	ἴσθι	ἔστω	ἔστον	ἔστων	 	ἔστε	ἔστων/ἔστωσαν/ὄντων				
be-inherently	   Present: εἰμῐ́ 			active	active	active	active								
be-inherently	   Present: εἰμῐ́ 	infinitive	infinitive	εἶναι	εἶναι	εἶναι	εἶναι								
be-inherently	   Present: εἰμῐ́ 	participle	m	ὤν	ὤν	ὤν	ὤν								
be-inherently	   Present: εἰμῐ́ 	participle	f	οὖσα	οὖσα	οὖσα	οὖσα								
be-inherently	   Present: εἰμῐ́ 	participle	n	ὄν	ὄν	ὄν	ὄν								
be-inherently	   Present: εἰμῐ́ 	notes:	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.
be-inherently	   Present: εἰμί (Epic)	number	number	singular	singular	singular	dual	dual	plural	plural	plural				
be-inherently	   Present: εἰμί (Epic)			first	second	third	second	third	first	second	third				
be-inherently	   Present: εἰμί (Epic)	active	indicative	εἰμί	ἐσσί/εἶς	ἐστί/ἐστίν	ἐστόν	ἐστόν	εἰμέν	ἐστέ	εἰσί(ν)/ἔᾱσι(ν)				
be-inherently	   Present: εἰμί (Epic)	active	subjunctive	ἔω	ᾖς	ἔῃ/ἔῃσι(ν)/ᾖσι(ν)	 	 	 	ἦτε	ἔωσι(ν)/ὦσι(ν)				
be-inherently	   Present: εἰμί (Epic)	active	optative	εἴην	εἴης/ἔοις	εἴη/ἔοι	εἴητον/εἶτον	εἰήτην/εἴτην	εἴημεν/εἶμεν	εἴητε/εἶτε	εἴησαν/εἶεν				
be-inherently	   Present: εἰμί (Epic)	active	imperative	 	ἔσσο	ἔστω	ἔστον	ἔστων	 	ἔστε	ἔστων				
be-inherently	   Present: εἰμί (Epic)			active	active	active	active								
be-inherently	   Present: εἰμί (Epic)	infinitive	infinitive	εἶναι/ἔμμεναι/ἔμεναι/ἔμμεν/ἔμεν	εἶναι/ἔμμεναι/ἔμεναι/ἔμμεν/ἔμεν	εἶναι/ἔμμεναι/ἔμεναι/ἔμμεν/ἔμεν	εἶναι/ἔμμεναι/ἔμεναι/ἔμμεν/ἔμεν								
be-inherently	   Present: εἰμί (Epic)	participle	m	ἐών/ὤν	ἐών/ὤν	ἐών/ὤν	ἐών/ὤν								
be-inherently	   Present: εἰμί (Epic)	participle	f	ἐοῦσα/οὖσα	ἐοῦσα/οὖσα	ἐοῦσα/οὖσα	ἐοῦσα/οὖσα								
be-inherently	   Present: εἰμί (Epic)	participle	n	ἐόν/ὄν	ἐόν/ὄν	ἐόν/ὄν	ἐόν/ὄν								
be-inherently	   Present: εἰμί (Epic)	notes:	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.
be-inherently	   Imperfect: ἦ/ἦν 	number	number	singular	singular	singular	dual	dual	plural	plural	plural				
be-inherently	   Imperfect: ἦ/ἦν 			first	second	third	second	third	first	second	third				
be-inherently	   Imperfect: ἦ/ἦν 	active	indicative	ἦ/ἦν	ἦσθα	ἦν	ἦστον	ἤστην	ἦμεν	ἦτε	ἦσαν				
be-inherently	   Imperfect: ἦ/ἦν 	notes:	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.
be-inherently	   Imperfect: ἦα/ἔᾱ/ἔον/ἔσκον (Epic)	number	number	singular	singular	singular	dual	dual	plural	plural	plural				
be-inherently	   Imperfect: ἦα/ἔᾱ/ἔον/ἔσκον (Epic)			first	second	third	second	third	first	second	third				
be-inherently	   Imperfect: ἦα/ἔᾱ/ἔον/ἔσκον (Epic)	active	indicative	ἦα/ἔᾱ/ἔον/ἔσκον	ἔησθα/ἦσθα	ἦεν/ἔην/ἤην/ἦν/ἔσκε(ν)	ἤστον	ἤστην	ἦμεν	ἦτε	ἦσαν/ἔσαν				
be-inherently	   Imperfect: ἦα/ἔᾱ/ἔον/ἔσκον (Epic)	notes:	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.
be-inherently	   Future: ἔσομαι 	number	number	singular	singular	singular	dual	dual	plural	plural	plural				
be-inherently	   Future: ἔσομαι 			first	second	third	second	third	first	second	third				
be-inherently	   Future: ἔσομαι 	middle	indicative	ἔσομαι	ἔσῃ,ἔσει	ἔσται/ἔσεται	ἔσεσθον	ἔσεσθον	ἐσόμεθᾰ	ἔσεσθε	ἔσονται				
be-inherently	   Future: ἔσομαι 	middle	optative	ἐσοίμην	ἔσοιο	ἔσοιτο	ἔσοισθον	ἐσοίσθην	ἐσοίμεθᾰ	ἔσοισθε	ἔσοιντο				
be-inherently	   Future: ἔσομαι 						middle	middle							
be-inherently	   Future: ἔσομαι 	infinitive	infinitive				ἔσεσθαι	ἔσεσθαι							
be-inherently	   Future: ἔσομαι 	participle	m				ἐσόμενος	ἐσόμενος							
be-inherently	   Future: ἔσομαι 	participle	f				ἐσομένη	ἐσομένη							
be-inherently	   Future: ἔσομαι 	participle	n				ἐσόμενον	ἐσόμενον							
be-inherently	   Future: ἔσομαι 	notes:	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.	This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.
be-inherently	   Future: ἔσσομαι (Epic)	number	number	singular	singular	singular	dual	dual	plural	plural	plural				
be-inherently	   Future: ἔσσομαι (Epic)			first	second	third	second	third	first	second	third				
be-inherently	   Future: ἔσσομαι (Epic)	middle	indicative	ἔσσομαι	ἔσσεαι	ἔσσεται/ἐσσεῖται	ἔσσεσθον	ἔσσεσθον	ἐσσόμε(σ)θᾰ	ἔσσεσθε	ἔσσονται				
be-inherently	   Future: ἔσσομαι (Epic)	middle	optative	ἐσσοίμην	ἔσσοιο	ἔσσοιτο	ἔσσοισθον	ἐσσοίσθην	ἐσσοίμε(σ)θᾰ	ἔσσοισθε	ἐσσοίᾰτο				
be-inherently	   Future: ἔσσομαι (Epic)						middle	middle							
be-inherently	   Future: ἔσσομαι (Epic)	infinitive	infinitive				ἔσσεσθαι	ἔσσεσθαι							
be-inherently	   Future: ἔσσομαι (Epic)	participle	m				ἐσσόμενος	ἐσσόμενος							
be-inherently	   Future: ἔσσομαι (Epic)	participle	f				ἐσσομένη	ἐσσομένη							
be-inherently	   Future: ἔσσομαι (Epic)	participle	n				ἐσσόμενον	ἐσσόμενον							
be-inherently	   Future: ἔσσομαι (Epic)	notes:	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.	Dialects other than Attic are not well attested. Some forms are based on conjecture. Use with caution. For more details, see Appendix:Ancient Greek dialectal conjugation.
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	number	number	singular	singular	singular	dual	dual	plural	plural	plural				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 			first	second	third	second	third	first	second	third				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	active	indicative	ἀλλᾰ́σσω	ἀλλᾰ́σσεις	ἀλλᾰ́σσει	ἀλλᾰ́σσετον	ἀλλᾰ́σσετον	ἀλλᾰ́σσομεν	ἀλλᾰ́σσετε	ἀλλᾰ́σσουσῐ(ν)				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	active	subjunctive	ἀλλᾰ́σσω	ἀλλᾰ́σσῃς	ἀλλᾰ́σσῃ	ἀλλᾰ́σσητον	ἀλλᾰ́σσητον	ἀλλᾰ́σσωμεν	ἀλλᾰ́σσητε	ἀλλᾰ́σσωσῐ(ν)				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	active	optative	ἀλλᾰ́σσοιμῐ	ἀλλᾰ́σσοις	ἀλλᾰ́σσοι	ἀλλᾰ́σσοιτον	ἀλλᾰσσοίτην	ἀλλᾰ́σσοιμεν	ἀλλᾰ́σσοιτε	ἀλλᾰ́σσοιεν				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	active	imperative	 	ἄλλᾰσσε	ἀλλᾰσσέτω	ἀλλᾰ́σσετον	ἀλλᾰσσέτων	 	ἀλλᾰ́σσετε	ἀλλᾰσσόντων				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	middle/passive	indicative	ἀλλᾰ́σσομαι	ἀλλᾰ́σσῃ,ἀλλᾰ́σσει	ἀλλᾰ́σσεται	ἀλλᾰ́σσεσθον	ἀλλᾰ́σσεσθον	ἀλλᾰσσόμεθᾰ	ἀλλᾰ́σσεσθε	ἀλλᾰ́σσονται				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	middle/passive	subjunctive	ἀλλᾰ́σσωμαι	ἀλλᾰ́σσῃ	ἀλλᾰ́σσηται	ἀλλᾰ́σσησθον	ἀλλᾰ́σσησθον	ἀλλᾰσσώμεθᾰ	ἀλλᾰ́σσησθε	ἀλλᾰ́σσωνται				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	middle/passive	optative	ἀλλᾰσσοίμην	ἀλλᾰ́σσοιο	ἀλλᾰ́σσοιτο	ἀλλᾰ́σσοισθον	ἀλλᾰσσοίσθην	ἀλλᾰσσοίμεθᾰ	ἀλλᾰ́σσοισθε	ἀλλᾰ́σσοιντο				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	middle/passive	imperative	 	ἀλλᾰ́σσου	ἀλλᾰσσέσθω	ἀλλᾰ́σσεσθον	ἀλλᾰσσέσθων	 	ἀλλᾰ́σσεσθε	ἀλλᾰσσέσθων				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 			active	active	active	active	middle/passive	middle/passive	middle/passive	middle/passive				
change	   Present: ἀλλᾰ́σσω, ἀλλᾰ́σσομαι 	infinitive	infinitive	ἀλλᾰ́σσειν	ἀλλᾰ́σσειν	ἀλλᾰ́σσειν	ἀλλᾰ́σσειν	ἀλλᾰ́σσεσθαι	ἀλλᾰ́σσεσθαι	ἀλλᾰ́σσεσθαι	ἀλλᾰ́σσεσθαι				
